date,n_orders,total_revenue_usd,avg_order_value_usd,avg_discount_pct,n_unique_customers,n_returns,return_rate,total_spend_usd,total_impressions,total_clicks,total_conversions_marketing,total_attributed_revenue_usd,avg_roas,sessions,unique_visitors,bounce_rate,pages_per_session,avg_session_duration_sec,conversion_rate,conversions_web,total_stock_on_hand,total_units_sold,n_stockouts,n_reorders,economic_index,marketing_pressure,consumer_sentiment,seasonal_index,inventory_health,anomaly_flag,anomaly_event,anomaly_kpi,n_orders_rolling_mean,n_orders_rolling_std,n_orders_z_score,n_orders_wow_change,n_orders_mom_change,n_orders_lag_1,total_revenue_usd_rolling_mean,total_revenue_usd_rolling_std,total_revenue_usd_z_score,total_revenue_usd_wow_change,total_revenue_usd_mom_change,total_revenue_usd_lag_1,avg_order_value_usd_rolling_mean,avg_order_value_usd_rolling_std,avg_order_value_usd_z_score,avg_order_value_usd_wow_change,avg_order_value_usd_mom_change,avg_order_value_usd_lag_1,avg_discount_pct_rolling_mean,avg_discount_pct_rolling_std,avg_discount_pct_z_score,avg_discount_pct_wow_change,avg_discount_pct_mom_change,avg_discount_pct_lag_1,n_unique_customers_rolling_mean,n_unique_customers_rolling_std,n_unique_customers_z_score,n_unique_customers_wow_change,n_unique_customers_mom_change,n_unique_customers_lag_1,n_returns_rolling_mean,n_returns_rolling_std,n_returns_z_score,n_returns_wow_change,n_returns_mom_change,n_returns_lag_1,return_rate_rolling_mean,return_rate_rolling_std,return_rate_z_score,return_rate_wow_change,return_rate_mom_change,return_rate_lag_1,total_spend_usd_rolling_mean,total_spend_usd_rolling_std,total_spend_usd_z_score,total_spend_usd_wow_change,total_spend_usd_mom_change,total_spend_usd_lag_1,total_impressions_rolling_mean,total_impressions_rolling_std,total_impressions_z_score,total_impressions_wow_change,total_impressions_mom_change,total_impressions_lag_1,total_clicks_rolling_mean,total_clicks_rolling_std,total_clicks_z_score,total_clicks_wow_change,total_clicks_mom_change,total_clicks_lag_1,total_conversions_marketing_rolling_mean,total_conversions_marketing_rolling_std,total_conversions_marketing_z_score,total_conversions_marketing_wow_change,total_conversions_marketing_mom_change,total_conversions_marketing_lag_1,total_attributed_revenue_usd_rolling_mean,total_attributed_revenue_usd_rolling_std,total_attributed_revenue_usd_z_score,total_attributed_revenue_usd_wow_change,total_attributed_revenue_usd_mom_change,total_attributed_revenue_usd_lag_1,avg_roas_rolling_mean,avg_roas_rolling_std,avg_roas_z_score,avg_roas_wow_change,avg_roas_mom_change,avg_roas_lag_1,sessions_rolling_mean,sessions_rolling_std,sessions_z_score,sessions_wow_change,sessions_mom_change,sessions_lag_1,unique_visitors_rolling_mean,unique_visitors_rolling_std,unique_visitors_z_score,unique_visitors_wow_change,unique_visitors_mom_change,unique_visitors_lag_1,bounce_rate_rolling_mean,bounce_rate_rolling_std,bounce_rate_z_score,bounce_rate_wow_change,bounce_rate_mom_change,bounce_rate_lag_1,pages_per_session_rolling_mean,pages_per_session_rolling_std,pages_per_session_z_score,pages_per_session_wow_change,pages_per_session_mom_change,pages_per_session_lag_1,avg_session_duration_sec_rolling_mean,avg_session_duration_sec_rolling_std,avg_session_duration_sec_z_score,avg_session_duration_sec_wow_change,avg_session_duration_sec_mom_change,avg_session_duration_sec_lag_1,conversion_rate_rolling_mean,conversion_rate_rolling_std,conversion_rate_z_score,conversion_rate_wow_change,conversion_rate_mom_change,conversion_rate_lag_1,conversions_web_rolling_mean,conversions_web_rolling_std,conversions_web_z_score,conversions_web_wow_change,conversions_web_mom_change,conversions_web_lag_1,total_stock_on_hand_rolling_mean,total_stock_on_hand_rolling_std,total_stock_on_hand_z_score,total_stock_on_hand_wow_change,total_stock_on_hand_mom_change,total_stock_on_hand_lag_1,total_units_sold_rolling_mean,total_units_sold_rolling_std,total_units_sold_z_score,total_units_sold_wow_change,total_units_sold_mom_change,total_units_sold_lag_1,n_stockouts_rolling_mean,n_stockouts_rolling_std,n_stockouts_z_score,n_stockouts_wow_change,n_stockouts_mom_change,n_stockouts_lag_1,n_reorders_rolling_mean,n_reorders_rolling_std,n_reorders_z_score,n_reorders_wow_change,n_reorders_mom_change,n_reorders_lag_1,inventory_health_rolling_mean,inventory_health_rolling_std,inventory_health_z_score,inventory_health_wow_change,inventory_health_mom_change,inventory_health_lag_1
2025-07-22,210,12636.32,60.17,0.07,167,17,0.081,11616.59,1471518,16923,1913,318387.3,27.408,8394,7362,0.432,3.56,161.9,0.023,193,52650,335,0,3,0.17243,-0.13376,-0.09312,0.12815,0.17669,0,,,202.2857,9.4289,0.8182,0.0881,-0.0455,215.0,11644.3729,1037.9064,0.9557,0.1974,-0.0586,12943.03,57.4671,2.4825,1.0888,0.1004,-0.0139,60.2,0.07,0.0,0.0,0.0,0.0,0.07,138.2857,16.5903,1.7308,0.3802,0.0121,148.0,16.5714,0.7868,0.5447,0.0625,0.0,18.0,0.0819,0.0013,-0.7176,-0.0229,0.0479,0.0837,13037.3714,806.1991,-1.7623,-0.0273,-0.1693,12848.27,1487931.0,383840.5327,-0.0428,0.06,-0.0914,2203661.0,37212.4286,17004.698,-1.1932,0.1677,-0.5832,51539.0,1868.7143,623.5759,0.071,0.1483,-0.6052,2448.0,259671.4857,131263.4177,0.4473,2.1952,-0.0364,403997.67,20.0534,10.3165,0.7129,2.2848,0.16,31.444,8329.2857,61.7568,1.0479,0.0157,-0.0078,8397.0,6780.2857,515.2157,1.1291,0.1403,0.1884,6380.0,0.4326,0.0225,-0.0254,0.0093,-0.0809,0.392,3.3271,0.3279,0.7102,-0.0247,0.109,3.56,172.4714,14.0944,-0.75,-0.0403,-0.0848,155.8,0.0228,0.0009,0.2443,0.036,-0.065,0.0242,189.4286,8.8479,0.4036,0.0546,-0.0721,203.0,51780.8571,605.7259,1.4349,0.0261,-0.0166,51369.0,353.2857,79.6444,-0.2296,-0.2438,-0.2404,370.0,0.0,0.0,,,,0.0,2.4286,0.5345,1.069,0.0,-0.5714,2.0,0.1187,0.0404,1.4347,1.0226,-0.2513,0.0913
2025-07-23,201,11726.18,58.34,0.07,135,16,0.0796,12574.67,1719908,37251,3689,279327.62,22.214,8342,6935,0.382,2.94,169.3,0.0219,182,53037,290,0,2,0.11131,-0.20771,-0.04555,0.12679,0.20252,0,,,203.1429,8.9149,-0.2404,0.0308,-0.0563,210.0,11800.7086,937.5377,-0.0795,0.1029,-0.062,12636.32,58.0129,2.1201,0.1543,0.0701,-0.006,60.17,0.07,0.0,0.0,0.0,0.0,0.07,140.8571,13.9215,-0.4207,0.1538,-0.2416,167.0,16.5714,0.7868,-0.7263,0.0,0.0,17.0,0.0816,0.0016,-1.2589,-0.0305,0.0599,0.081,12886.18,774.4931,-0.4022,-0.0776,-0.0927,11616.59,1502675.5714,391516.797,0.5548,0.0638,0.0471,1471518.0,38951.7143,16158.0285,-0.1053,0.4855,1.0985,16923.0,2138.4286,924.9068,1.6765,1.0483,1.5851,1913.0,251377.2429,127309.0468,0.2195,-0.1721,0.7771,318387.3,19.6914,10.1678,0.2481,-0.1024,0.9587,27.408,8341.2857,53.1592,0.0134,0.0102,-0.0067,8394.0,6920.1429,365.2061,0.0407,0.1644,-0.0167,7362.0,0.4243,0.029,-1.4568,-0.1318,-0.0795,0.432,3.2729,0.3592,-0.9267,-0.1145,-0.0841,3.56,173.8,13.1281,-0.3428,0.0581,-0.2158,161.9,0.0226,0.001,-0.7376,-0.0437,-0.1025,0.023,188.4286,9.289,-0.6921,-0.037,-0.1078,193.0,51878.2857,750.914,1.5431,0.013,0.0075,52650.0,344.1429,83.1453,-0.6512,-0.1808,-0.4188,335.0,0.0,0.0,,,,0.0,2.4286,0.5345,-0.8018,0.0,-0.5,3.0,0.1252,0.0501,1.5434,0.2895,0.1504,0.1767
2025-07-24,202,11784.1,58.34,0.07,170,16,0.0792,13199.94,2393174,65878,7611,547413.59,41.471,8339,6251,0.427,3.2,159.7,0.0221,184,51907,275,0,1,0.11124,-0.19237,-0.07451,0.12539,0.12718,0,,,203.8571,8.5328,-0.2176,0.0254,-0.0242,201.0,11902.5186,882.2069,-0.1342,0.0644,-0.0353,11726.18,58.3186,1.9637,0.0109,0.0381,-0.0114,58.34,0.07,0.0,0.0,0.0,0.0,0.07,144.8571,17.7898,1.4133,0.1972,0.0828,135.0,16.5714,0.7868,-0.7263,0.0,0.0667,16.0,0.0813,0.0018,-1.1531,-0.0246,0.0924,0.0796,12837.6743,736.4568,0.4919,-0.0251,-0.0112,12574.67,1616038.4286,518546.1996,1.4987,0.4961,0.9873,1719908.0,39272.5714,16741.5602,1.5892,0.0353,1.1921,37251.0,2910.8571,2269.3954,2.0711,2.4533,1.6818,3689.0,288737.1829,170255.3554,1.5193,0.9147,0.2407,279327.62,22.5993,13.124,1.438,0.964,0.2548,22.214,8346.8571,50.0647,-0.1569,0.0047,-0.008,8342.0,6888.2857,416.7048,-1.5293,-0.0344,-0.0786,6935.0,0.4234,0.0288,0.1239,-0.0139,-0.0426,0.382,3.3357,0.2854,-0.4755,0.1594,-0.1136,2.94,168.8857,10.4223,-0.8814,-0.1772,-0.3293,169.3,0.0226,0.001,-0.5165,-0.0045,-0.0264,0.0219,188.4286,9.289,-0.4768,0.0,-0.0316,182.0,51923.8571,739.9609,-0.0228,0.0062,0.0055,53037.0,316.5714,65.3168,-0.6365,-0.4124,-0.3529,290.0,0.0,0.0,,,,0.0,2.1429,0.6901,-1.6562,-0.6667,-0.6667,2.0,0.1283,0.0493,-0.0224,0.2009,0.1756,0.2025
2025-07-25,201,11594.71,57.69,0.07,157,16,0.0796,12563.51,1884171,93256,4149,546325.51,43.485,8319,6802,0.449,3.02,162.9,0.0224,186,51994,373,0,2,0.0895,-0.17406,-0.09538,0.12395,0.133,0,,,204.4286,8.1211,-0.4222,0.0203,0.0308,202.0,11959.7757,840.5757,-0.4343,0.0358,0.0184,11784.1,58.4429,1.8787,-0.4007,0.0153,-0.0118,58.34,0.07,0.0,0.0,0.0,0.0,0.07,148.8571,16.7474,0.4862,0.2171,0.0608,170.0,16.5714,0.7868,-0.7263,0.0,0.0667,16.0,0.0811,0.0019,-0.7613,-0.0197,0.0351,0.0792,12736.86,715.543,-0.2423,-0.0532,0.0368,13199.94,1713335.4286,491332.2613,0.3477,0.5661,0.2432,2393174.0,45841.2857,26551.2545,1.7858,0.9726,2.2988,65878.0,3187.4286,2288.0663,0.4203,0.8748,0.3307,7611.0,320705.9714,196628.3034,1.1474,0.6938,1.2496,547413.59,25.3389,15.3525,1.182,0.7889,1.1698,41.471,8347.4286,49.6617,-0.5724,0.0005,-0.0083,8339.0,6838.8571,400.9881,-0.0919,-0.0484,0.0967,6251.0,0.4277,0.0302,0.7038,0.0716,-0.0132,0.427,3.2557,0.284,-0.8299,-0.1564,-0.0503,3.2,167.4714,10.4742,-0.4364,-0.0573,-0.1928,159.7,0.0227,0.001,-0.2998,0.0228,0.1089,0.0221,189.0,8.9443,-0.3354,0.022,0.1006,184.0,51907.1429,736.3417,0.118,-0.0022,-0.0228,51907.0,334.5714,60.1023,0.6394,0.5101,-0.0387,275.0,0.0,0.0,,,,0.0,2.1429,0.6901,-0.207,0.0,1.0,1.0,0.1272,0.0491,0.1186,-0.055,-0.3782,0.1272
2025-07-26,201,11733.93,58.38,0.07,145,16,0.0796,12936.72,2585875,99538,10437,995920.31,76.984,8335,6679,0.384,3.19,219.2,0.0218,181,51186,378,0,1,0.11259,-0.21044,-0.08653,0.12248,0.07909,0,,,205.8571,5.9562,-0.8155,0.0524,0.0,201.0,12140.7314,552.801,-0.7359,0.121,0.017,11594.71,58.9543,1.0066,-0.5705,0.0653,0.0171,57.69,0.07,0.0,0.0,0.0,0.0,0.07,151.7143,13.3631,-0.5025,0.16,0.0357,157.0,16.5714,0.7868,-0.7263,0.0,0.0667,16.0,0.0805,0.0016,-0.5584,-0.0501,0.067,0.0796,12594.3486,505.9521,0.6767,-0.0716,0.1066,12563.51,1895114.8571,550534.6152,1.2547,0.9688,0.4466,1884171.0,55897.0,31954.823,1.3657,2.4149,0.4834,93256.0,4398.8571,3468.4507,1.7409,4.3332,0.6702,4149.0,451777.3357,291241.738,1.8684,11.6997,1.0999,546325.51,35.5326,22.2318,1.8645,12.6787,0.8977,43.485,8358.4286,31.9054,-0.7343,0.0093,-0.0032,8319.0,6769.8571,376.9516,-0.241,-0.0674,-0.07,6802.0,0.4181,0.0322,-1.0609,-0.1486,-0.1504,0.449,3.2086,0.2591,-0.0717,-0.0938,0.1434,3.02,173.3429,22.2853,2.0577,0.2308,0.1305,162.9,0.0227,0.0009,-0.9967,0.0093,-0.018,0.0224,189.4286,8.3837,-1.0054,0.0169,-0.0216,186.0,51940.2857,690.0569,-1.0931,0.0046,-0.0373,51994.0,327.1429,48.4198,1.0503,-0.1209,-0.1429,373.0,0.0,0.0,,,,0.0,1.8571,0.6901,-1.2421,-0.6667,0.0,2.0,0.1294,0.046,-1.0931,0.2432,-0.6256,0.133
2025-07-27,204,11979.38,58.72,0.07,134,16,0.0784,11964.13,1489660,67844,3988,698817.32,58.409,8341,6747,0.431,3.58,176.6,0.0225,187,51242,405,0,5,0.12408,-0.16901,-0.05252,0.12097,0.0828,0,,,204.8571,5.5205,-0.1553,-0.0332,0.0681,201.0,12056.8071,521.0067,-0.1486,-0.0467,0.131,11733.93,58.8343,0.9718,-0.1176,-0.0141,0.059,58.38,0.07,0.0,0.0,0.0,0.0,0.07,150.8571,14.3925,-1.1712,-0.0429,-0.1625,145.0,16.4286,0.7868,-0.5447,-0.0588,0.1429,16.0,0.0802,0.0017,-1.009,-0.0273,0.0696,0.0796,12529.1186,558.745,-1.0112,-0.0368,-0.0041,12936.72,1963995.2857,440046.7328,-1.0779,0.4786,0.4904,2585875.0,61747.0,29407.0955,0.2073,1.5226,5.6468,99538.0,4890.7143,3049.7001,-0.296,6.3174,5.527,10437.0,541455.6171,247899.6182,0.6348,8.8329,5.3022,995920.31,43.0593,19.1642,0.801,9.2078,5.3282,76.984,8352.4286,30.4295,-0.3756,-0.005,0.0037,8335.0,6736.5714,365.4134,0.0285,-0.0334,-0.0461,6679.0,0.4139,0.0271,0.632,-0.0651,0.0262,0.384,3.2929,0.2718,1.0563,0.1973,0.1661,3.19,172.2,21.8119,0.2017,-0.0433,0.2071,219.2,0.0226,0.0008,-0.0688,-0.0466,0.0664,0.0218,188.0,7.7028,-0.1298,-0.0508,0.0686,181.0,51912.1429,717.3845,-0.9341,-0.0038,-0.0314,51186.0,346.5714,48.4866,1.205,0.5056,0.2462,378.0,0.0,0.0,,,,0.0,2.2857,1.3801,1.9667,1.5,0.0,1.0,0.1275,0.0478,-0.9346,-0.137,-0.5726,0.0791
2025-07-28,210,12775.22,60.83,0.07,169,16,0.0762,12139.36,1688208,54709,5156,595320.29,49.041,8394,6957,0.496,3.42,165.6,0.0225,188,52501,445,0,2,0.19448,-0.16592,-0.00972,0.11943,0.16675,0,,,204.1429,4.1404,1.4146,-0.0233,0.0881,204.0,12032.8343,475.2878,1.562,-0.013,0.1683,11979.38,58.9243,1.1349,1.6792,0.0105,0.0736,58.72,0.07,0.0,0.0,0.0,0.0,0.07,153.8571,15.8159,0.9574,0.1419,0.1267,134.0,16.1429,0.378,-0.378,-0.1111,0.0667,16.0,0.0791,0.0015,-1.9405,-0.0896,-0.0193,0.0784,12427.8457,555.4933,-0.5193,-0.0552,-0.0934,11964.13,1890359.1429,436369.4467,-0.4633,-0.2339,-0.3071,1489660.0,62199.8571,29247.6729,-0.2561,0.0615,1.1702,67844.0,5277.5714,2853.6509,-0.0426,1.1062,4.5263,3988.0,568787.42,240659.8041,0.1103,0.4736,4.5308,698817.32,45.5731,18.5303,0.1871,0.5596,5.1004,58.409,8352.0,29.7097,1.4137,-0.0004,0.0064,8341.0,6819.0,335.4216,0.4114,0.0904,-0.0256,6747.0,0.4287,0.039,1.724,0.2653,0.029,0.431,3.2729,0.2534,0.5806,-0.0393,-0.0526,3.58,173.6,20.8784,-0.3832,0.0629,-0.2493,176.6,0.0223,0.0004,0.4485,-0.0702,0.087,0.0225,185.8571,4.0591,0.5279,-0.0739,0.093,187.0,52073.8571,701.9652,0.6085,0.022,0.0079,51242.0,357.2857,61.1575,1.4342,0.2027,0.6065,405.0,0.0,0.0,,,,0.0,2.2857,1.3801,-0.207,0.0,-0.5,5.0,0.1383,0.0468,0.608,0.8266,0.1976,0.0828
2025-07-29,215,13078.46,60.83,0.07,171,17,0.0791,12569.48,1756777,86953,3783,163154.89,12.98,8391,6191,0.389,2.74,194.6,0.0239,200,53639,416,0,0,0.19434,-0.07395,0.01119,0.11785,0.24261,0,,,204.8571,5.5205,1.8373,0.0238,0.1497,210.0,12095.9971,585.4631,1.6781,0.035,0.2967,12775.22,59.0186,1.2745,1.4213,0.011,0.1279,60.83,0.07,0.0,0.0,0.0,0.0,0.07,154.4286,16.4302,1.0086,0.024,0.379,169.0,16.1429,0.378,2.2678,0.0,0.2143,16.0,0.0788,0.0012,0.2321,-0.0235,0.0561,0.0762,12563.9729,424.9798,0.013,0.082,-0.0589,12139.36,1931110.4286,402761.5876,-0.4328,0.1939,0.0672,1688208.0,72204.1429,22340.8534,0.6602,4.1382,2.2344,54709.0,5544.7143,2558.4431,-0.6886,0.9775,3.6022,5156.0,546611.3614,272610.2022,-1.4066,-0.4876,2.5952,595320.29,43.512,21.4586,-1.4228,-0.5264,2.8199,49.041,8351.5714,29.0164,1.3588,-0.0004,0.0149,8394.0,6651.7143,310.5612,-1.4835,-0.1591,-0.0928,6957.0,0.4226,0.0417,-0.8047,-0.0995,-0.1946,0.496,3.1557,0.286,-1.4536,-0.2303,-0.1517,3.42,178.2714,21.474,0.7604,0.202,0.0872,165.6,0.0224,0.0007,2.0756,0.0391,0.1327,0.0225,186.8571,6.3358,2.0744,0.0363,0.1494,188.0,52215.1429,906.8747,1.5701,0.0188,0.0063,52501.0,368.8571,63.8421,0.7384,0.2418,0.5939,445.0,0.0,0.0,,,,0.0,1.8571,1.5736,-1.1802,-1.0,-1.0,2.0,0.1477,0.0605,1.5697,0.3731,0.1018,0.1668
2025-07-30,219,13418.43,61.27,0.07,168,17,0.0776,13019.87,1075644,45908,4422,394954.46,30.335,8399,6901,0.5,3.36,195.3,0.0245,205,53386,457,0,1,0.20905,-0.03594,-0.00946,0.11623,0.22578,0,,,207.4286,7.3225,1.5803,0.0896,0.1711,215.0,12337.7471,737.0623,1.4662,0.1443,0.3819,13078.46,59.4371,1.4792,1.2391,0.0502,0.1799,60.83,0.07,0.0,0.0,0.0,0.0,0.07,159.1429,14.5537,0.6086,0.2444,0.5,171.0,16.2857,0.488,1.4639,0.0625,0.2143,17.0,0.0785,0.0012,-0.7429,-0.0251,0.036,0.0791,12627.5729,458.8137,0.855,0.0354,-0.0413,12569.48,1839072.7143,516594.8021,-1.4778,-0.3746,-0.2075,1756777.0,73440.8571,20222.6814,-1.3615,0.2324,-0.2803,86953.0,5649.4286,2483.7419,-0.4942,0.1987,1.8419,3783.0,563129.4814,256757.7371,-0.655,0.4139,0.4815,163154.89,44.6721,20.3037,-0.7061,0.3656,0.5454,12.98,8359.7143,33.5297,1.1717,0.0068,0.0226,8391.0,6646.8571,305.6187,0.8316,-0.0049,0.0184,6191.0,0.4394,0.0462,1.3113,0.3089,0.2658,0.389,3.2157,0.2771,0.5207,0.1429,0.2174,2.74,181.9857,21.9078,0.6077,0.1536,-0.0036,194.6,0.0228,0.001,1.6958,0.1187,0.0889,0.0239,190.1429,8.8587,1.6771,0.1264,0.1141,200.0,52265.0,967.177,1.159,0.0066,0.0002,53639.0,392.7143,60.5825,1.0611,0.5759,0.0554,416.0,0.0,0.0,,,,0.0,1.7143,1.6036,-0.4454,-0.5,0.0,0.0,0.151,0.0645,1.1593,0.1149,0.0031,0.2426
2025-07-31,219,13475.11,61.53,0.07,180,17,0.0776,13498.77,2582190,41607,2937,392255.45,29.059,8403,6332,0.393,3.17,182.3,0.0244,205,52292,407,0,2,0.21767,-0.03887,-0.04242,0.11458,0.15281,0,,,209.8571,8.0089,1.1416,0.0842,0.1587,219.0,12579.32,799.8054,1.12,0.1435,0.3794,13418.43,59.8929,1.5732,1.0406,0.0547,0.1904,61.27,0.07,0.0,0.0,0.0,0.0,0.07,160.5714,16.1952,1.1996,0.0588,0.2587,168.0,16.4286,0.5345,1.069,0.0625,0.2143,17.0,0.0783,0.0013,-0.5587,-0.0202,0.0472,0.0776,12670.2629,529.4153,1.5649,0.0226,0.0844,13019.87,1866075.0,553972.3728,1.2927,0.079,0.9378,1075644.0,69973.5714,23543.5208,-1.2049,-0.3684,-0.3005,45908.0,4981.7143,2496.7463,-0.819,-0.6141,-0.4793,4422.0,540964.0329,264908.4776,-0.5614,-0.2834,-0.5754,394954.46,42.899,21.154,-0.6542,-0.2993,-0.6084,30.335,8368.8571,35.6016,0.959,0.0077,0.024,8399.0,6658.4286,289.2265,-1.1286,0.013,0.0626,6901.0,0.4346,0.0494,-0.8417,-0.0796,-0.0553,0.5,3.2114,0.2776,-0.1492,-0.0094,-0.0994,3.36,185.2143,19.6222,-0.1485,0.1415,0.0364,195.3,0.0231,0.0011,1.1494,0.1041,0.0563,0.0245,193.1429,9.9235,1.1949,0.1141,0.0847,205.0,52320.0,954.2866,-0.0293,0.0074,-0.0217,53386.0,411.5714,31.3042,-0.146,0.48,0.7773,457.0,0.0,0.0,,,,0.0,1.8571,1.5736,0.0908,1.0,1.0,1.0,0.1547,0.0636,-0.0296,0.2015,-0.3362,0.2258
2025-08-01,219,13393.18,61.16,0.07,184,17,0.0776,12644.08,1138317,12195,1128,76073.54,6.017,8389,6292,0.406,3.27,207.6,0.0246,206,52124,401,0,3,0.2052,-0.02549,-0.03301,0.1129,0.14161,0,,,212.4286,7.5687,0.8682,0.0896,0.0842,219.0,12836.2443,715.1891,0.7787,0.1551,0.2448,13475.11,60.3886,1.2834,0.6011,0.0601,0.1483,61.53,0.07,0.0,0.0,0.0,-0.0141,0.07,164.4286,18.2835,1.0704,0.172,0.172,180.0,16.5714,0.5345,0.8018,0.0625,0.1333,17.0,0.078,0.0011,-0.3669,-0.0251,0.0444,0.0776,12681.7729,527.5802,-0.0714,0.0064,-0.0223,13498.77,1759524.4286,617946.2504,-1.0053,-0.3959,-0.4205,2582190.0,58393.4286,29392.1138,-1.5718,-0.8692,-0.8381,41607.0,4550.1429,2894.1428,-1.1824,-0.7281,-0.7996,2937.0,473785.18,317690.2175,-1.2519,-0.8608,-0.9186,392255.45,37.5464,25.3125,-1.2456,-0.8616,-0.9167,29.059,8378.8571,28.3574,0.3577,0.0084,0.0089,8403.0,6585.5714,310.4866,-0.9455,-0.075,-0.0186,6332.0,0.4284,0.05,-0.4488,-0.0958,0.0741,0.393,3.2471,0.2647,0.0864,0.0828,-0.0866,3.17,191.6,18.3845,0.8703,0.2744,0.187,182.3,0.0235,0.0012,0.9862,0.0982,-0.0238,0.0244,196.0,10.3923,0.9623,0.1075,-0.0144,205.0,52338.5714,948.1301,-0.2263,0.0025,-0.0071,52292.0,415.5714,27.0546,-0.5386,0.0751,-0.1576,407.0,0.0,0.0,,,,0.0,2.0,1.633,0.6124,0.5,0.0,2.0,0.1559,0.0632,-0.2264,0.0647,-0.15,0.1528
2025-08-02,214,13000.78,60.75,0.07,161,17,0.0794,12158.26,1693943,37112,4439,341513.45,28.089,8375,7253,0.44,3.56,174.0,0.0237,198,53766,362,0,2,0.19171,-0.08473,-0.01941,0.11118,0.25107,0,,,214.2857,5.6484,-0.0506,0.0647,0.0439,219.0,13017.2229,524.6705,-0.0313,0.108,0.1555,13393.18,60.7271,0.9289,0.0246,0.0406,0.1068,61.16,0.07,0.0,0.0,0.0,0.0,0.07,166.7143,16.3474,-0.3496,0.1103,-0.0417,184.0,16.7143,0.488,0.5855,0.0625,0.1333,17.0,0.078,0.0011,1.3049,-0.0025,0.0847,0.0776,12570.5643,546.5866,-0.7543,-0.0602,0.0063,12644.08,1632105.5714,499823.6541,0.1237,-0.3449,-0.027,1138317.0,49475.4286,23758.1091,-0.5204,-0.6272,-0.3691,12195.0,3693.2857,1321.2501,0.5644,-0.5747,2.1349,1128.0,380298.4857,219565.7944,-0.1766,-0.6571,3.3602,76073.54,30.5614,18.4252,-0.1342,-0.6351,3.3327,6.017,8384.5714,21.1649,-0.4522,0.0048,0.0104,8389.0,6667.5714,401.6789,1.4575,0.0859,-0.0004,6292.0,0.4364,0.046,0.0776,0.1458,0.0185,0.406,3.3,0.2873,0.9048,0.116,0.1596,3.27,185.1429,14.6292,-0.7617,-0.2062,-0.1256,207.6,0.0237,0.0009,-0.0318,0.0872,-0.052,0.0246,198.4286,8.0178,-0.0535,0.0939,-0.0435,206.0,52707.1429,926.6356,1.1427,0.0504,0.0278,52124.0,413.2857,31.1272,-1.6476,-0.0423,-0.0499,401.0,0.0,0.0,,,,0.0,2.1429,1.5736,-0.0908,1.0,-0.5,3.0,0.1805,0.0618,1.1424,2.1745,0.6298,0.1416
2025-08-03,221,13679.89,61.9,0.07,147,18,0.0814,12642.29,2369603,98582,3919,390068.75,30.854,8402,7098,0.432,3.41,177.3,0.0248,208,53236,445,0,4,0.23,-0.01432,-0.05145,0.10943,0.21577,0,,,216.7143,3.8607,1.1101,0.0833,0.1392,214.0,13260.1529,316.3806,1.3267,0.142,0.318,13000.78,61.1814,0.4241,1.6942,0.0542,0.157,60.75,0.07,0.0,0.0,0.0,0.0,0.07,168.5714,12.2319,-1.7635,0.097,0.1308,161.0,17.0,0.5774,1.7321,0.125,0.2,17.0,0.0784,0.0017,1.761,0.0383,0.053,0.0794,12667.4443,476.8339,-0.0528,0.0567,0.0316,12158.26,1757811.7143,564496.7651,1.0838,0.5907,0.1236,1693943.0,53866.5714,29793.071,1.5009,0.4531,0.2223,37112.0,3683.4286,1318.9403,0.1786,-0.0173,-0.5595,4439.0,336191.5471,170429.89,0.3161,-0.4418,-0.4283,341513.45,26.625,13.8628,0.3051,-0.4718,-0.4459,28.089,8393.2857,9.6732,0.9009,0.0073,0.0183,8375.0,6717.7143,433.8655,0.8765,0.052,0.0172,7253.0,0.4366,0.046,-0.0994,0.0023,0.1105,0.44,3.2757,0.2661,0.5046,-0.0475,0.0965,3.56,185.2429,14.5633,-0.5454,0.004,-0.0742,174.0,0.0241,0.0008,0.9413,0.1022,0.0736,0.0237,201.4286,6.8765,0.9556,0.1123,0.0947,198.0,52992.0,672.9242,0.3626,0.0389,0.0299,53766.0,419.0,32.9697,0.7886,0.0988,0.0137,362.0,0.0,0.0,,,,0.0,2.0,1.291,1.5492,-0.2,,2.0,0.1995,0.0449,0.363,1.6059,0.9168,0.2511
