date,channel,spend_usd,impressions,clicks,conversions,attributed_revenue_usd,roas
2025-01-19,display,1740.65,242454,7747,619,62438.59,35.871
2025-01-20,paid_search,6609.56,811753,13822,1072,110895.66,16.778
2025-01-20,social,3452.26,423989,7219,560,57922.25,16.778
2025-01-20,email,1435.31,176277,3001,232,24081.75,16.778
2025-01-20,affiliate,1373.73,168714,2872,222,23048.45,16.778
2025-01-20,display,1599.81,196483,3348,263,26841.75,16.778
2025-01-21,paid_search,3591.19,626032,23918,2795,543716.1,151.403
2025-01-21,social,4314.36,752098,28734,3358,653205.61,151.403
2025-01-21,email,3355.98,585028,22351,2612,508103.95,151.403
2025-01-21,affiliate,984.2,171570,6555,766,149010.99,151.403
2025-01-21,display,343.41,59865,2289,269,51991.69,151.398
2025-01-22,paid_search,4626.12,513121,23746,1706,285793.2,61.778
2025-01-22,social,1880.71,208605,9653,693,116186.98,61.778
2025-01-22,email,1712.47,189944,8790,631,105793.44,61.778
2025-01-22,affiliate,2516.17,279089,12915,928,155444.46,61.778
2025-01-22,display,2184.16,242264,11213,807,134932.18,61.778
2025-01-23,paid_search,2774.84,246498,12093,248,38496.06,13.873
2025-01-23,social,6417.44,570083,27969,574,89030.7,13.873
2025-01-23,email,812.92,72214,3542,72,11277.83,13.873
2025-01-23,affiliate,187.16,16626,815,16,2596.55,13.873
2025-01-23,display,3541.41,314596,15437,320,49130.71,13.873
2025-01-24,paid_search,3422.61,643324,6457,276,20370.34,5.952
2025-01-24,social,4035.72,758565,7614,326,24019.37,5.952
2025-01-24,email,2350.07,441726,4434,190,13986.93,5.952
2025-01-24,affiliate,2702.88,508041,5099,218,16086.71,5.952
2025-01-24,display,817.17,153601,1544,68,4863.58,5.952
2025-01-25,paid_search,6140.4,772647,17795,1263,109500.41,17.833
2025-01-25,social,5005.39,629830,14506,1029,89260.17,17.833
2025-01-25,email,894.51,112555,2592,184,15951.55,17.833
2025-01-25,affiliate,683.62,86020,1981,140,12190.88,17.833
2025-01-25,display,1666.99,209760,4832,345,29727.14,17.833
2025-01-26,paid_search,5201.43,454705,11399,1151,178644.66,34.345
2025-01-26,social,2552.3,223120,5593,565,87659.63,34.345
2025-01-26,email,2346.75,205151,5143,519,80599.93,34.345
2025-01-26,affiliate,2734.42,239041,5992,605,93914.59,34.345
2025-01-26,display,409.95,35840,901,92,14079.94,34.346
2025-01-27,paid_search,4282.77,773755,32340,1319,186388.74,43.521
2025-01-27,social,4987.23,901029,37659,1537,217047.51,43.521
2025-01-27,email,4326.78,781707,32672,1333,188304.36,43.521
2025-01-27,affiliate,1117.33,201865,8437,344,48626.99,43.521
2025-01-27,display,279.84,50559,2115,88,12178.51,43.52
2025-01-28,paid_search,4610.93,556701,11270,869,43453.34,9.424
2025-01-28,social,3348.38,404268,8184,631,31555.15,9.424
2025-01-28,email,1554.25,187652,3798,293,14647.22,9.424
2025-01-28,affiliate,801.34,96750,1958,151,7551.86,9.424
2025-01-28,display,2654.38,320480,6490,502,25014.85,9.424
2025-01-29,paid_search,8013.31,647585,31226,3336,288707.79,36.029
2025-01-29,social,3896.83,314917,15185,1622,140397.14,36.029
2025-01-29,email,1757.42,142023,6848,731,63317.18,36.028
2025-01-29,affiliate,1091.47,88205,4253,454,39324.06,36.029
2025-01-29,display,96.19,7776,377,42,3465.68,36.03
2025-01-30,paid_search,5997.43,592228,15919,1452,236056.98,39.36
2025-01-30,social,2555.13,252310,6782,618,100568.96,39.36
2025-01-30,email,3529.61,348537,9368,855,138924.11,39.36
2025-01-30,affiliate,2820.27,278493,7485,683,111005.03,39.36
2025-01-30,display,1328.68,131205,3529,324,52296.39,39.36
2025-01-31,paid_search,5290.08,785507,32929,3726,397924.29,75.221
2025-01-31,social,2708.71,402206,16861,1908,203750.92,75.221
2025-01-31,email,1549.44,230071,9644,1091,116550.35,75.221
2025-01-31,affiliate,4375.53,649707,27236,3082,329130.69,75.221
2025-01-31,display,1470.83,218401,9158,1037,110636.9,75.221
2025-02-01,paid_search,4552.41,868052,19968,916,100602.22,22.099
2025-02-01,social,4960.94,945952,21760,998,109630.34,22.099
2025-02-01,email,4991.84,951843,21895,1004,110313.03,22.099
2025-02-01,affiliate,865.74,165079,3797,174,19131.7,22.099
2025-02-01,display,1198.47,228526,5259,242,26484.62,22.099
2025-02-02,paid_search,5490.04,525289,23825,2155,325067.51,59.21
2025-02-02,social,6728.53,643788,29199,2641,398399.0,59.21
2025-02-02,email,2157.55,206435,9363,847,127749.55,59.21
2025-02-02,affiliate,660.9,63234,2868,259,39131.94,59.21
2025-02-02,display,1235.73,118238,5364,487,73167.94,59.21
2025-02-03,paid_search,5323.28,946648,12051,1073,165826.36,31.151
2025-02-03,social,3017.35,536581,6830,608,93994.16,31.151
2025-02-03,email,4810.85,855522,10891,970,149863.72,31.151
2025-02-03,affiliate,895.95,159328,2028,180,27909.93,31.151
2025-02-03,display,855.89,152206,1939,174,26661.84,31.151
2025-02-04,paid_search,4468.92,887704,19635,828,59234.85,13.255
2025-02-04,social,3648.28,724692,16029,676,48357.39,13.255
2025-02-04,email,3148.38,625392,13833,583,41731.28,13.255
2025-02-04,affiliate,2290.8,455043,10065,424,30364.22,13.255
2025-02-04,display,276.63,54950,1218,54,3666.6,13.255
2025-02-05,paid_search,4953.67,714206,21824,2298,316613.23,63.915
2025-02-05,social,1754.67,252983,7730,814,112149.6,63.915
2025-02-05,email,6339.58,914023,27929,2941,405193.19,63.915
2025-02-05,affiliate,607.49,87586,2676,281,38827.87,63.915
2025-02-05,display,746.78,107671,3292,349,47730.17,63.915
2025-02-06,paid_search,5186.57,614326,21597,2403,233720.23,45.063
2025-02-06,social,2063.23,244379,8591,956,92974.27,45.062
2025-02-06,email,2574.08,304888,10718,1192,115994.78,45.063
2025-02-06,affiliate,1350.89,160006,5625,625,60874.56,45.063
2025-02-06,display,2125.3,251734,8852,987,95771.28,45.062
2025-02-07,paid_search,4301.7,825485,38419,3831,224822.83,52.264
2025-02-07,social,3369.64,646625,30094,3001,176109.91,52.264
2025-02-07,email,3191.97,612531,28508,2843,166824.45,52.264
2025-02-07,affiliate,1690.65,324432,15099,1505,88359.9,52.264
2025-02-07,display,819.29,157221,7319,732,42819.15,52.264
2025-02-08,paid_search,4592.66,730982,33012,2235,279417.15,60.84
2025-02-08,social,4790.27,762433,34432,2331,291439.34,60.84
2025-02-08,email,1953.46,310919,14041,950,118848.61,60.84
2025-02-08,affiliate,1725.8,274683,12405,839,104997.54,60.84
2025-02-08,display,862.92,137346,6204,422,52499.87,60.84
2025-02-09,paid_search,7208.87,973413,22467,555,25510.55,3.539
2025-02-09,social,2565.16,346374,7994,197,9077.53,3.539
2025-02-09,email,427.86,57774,1333,32,1514.1,3.539
2025-02-09,affiliate,1637.16,221065,5102,126,5793.53,3.539
2025-02-09,display,3724.39,502906,11609,290,13179.79,3.539
2025-02-10,paid_search,3536.27,665553,23756,1635,99972.92,28.271
2025-02-10,social,3949.43,743312,26532,1826,111653.2,28.271
2025-02-10,email,1070.47,201470,7191,494,30262.86,28.271
2025-02-10,affiliate,690.75,130003,4640,319,19527.9,28.271
2025-02-10,display,3599.89,677531,24187,1666,101771.8,28.271
2025-02-11,paid_search,2653.39,515695,17026,1172,119049.72,44.867
2025-02-11,social,3536.82,687393,22694,1563,158686.65,44.867
2025-02-11,email,2858.0,555461,18339,1263,128229.84,44.867
2025-02-11,affiliate,1604.95,311928,10298,709,72009.54,44.867
2025-02-11,display,1172.88,227956,7528,521,52623.46,44.867
2025-02-12,paid_search,3748.76,716214,15705,1633,205507.5,54.82
2025-02-12,social,3108.39,593869,13022,1354,170402.19,54.82
2025-02-12,email,383.26,73223,1605,167,21010.5,54.82
2025-02-12,affiliate,4497.54,859272,18842,1959,246555.77,54.82
2025-02-12,display,1658.71,316905,6951,725,90930.93,54.82
2025-02-13,paid_search,4106.25,599220,9072,212,16139.63,3.931
2025-02-13,social,2412.24,352016,5329,124,9481.35,3.931
2025-02-13,email,5622.1,820427,12422,291,22097.71,3.931
2025-02-13,affiliate,868.62,126756,1919,44,3414.1,3.93
2025-02-13,display,446.2,65117,988,26,1753.82,3.931
2025-02-14,paid_search,2353.46,192139,9294,720,96773.76,41.12
2025-02-14,social,3894.97,317990,15383,1192,160160.78,41.12
2025-02-14,email,3651.6,298121,14421,1118,150153.22,41.12
2025-02-14,affiliate,954.05,77889,3767,292,39230.41,41.12
2025-02-14,display,1717.01,140182,6784,528,70603.31,41.12
2025-02-15,paid_search,4865.72,554352,16550,1569,109699.22,22.545
2025-02-15,social,1541.72,175648,5244,497,34758.51,22.545
2025-02-15,email,4771.17,543579,16229,1539,107567.53,22.545
2025-02-15,affiliate,468.91,53422,1594,151,10571.66,22.545
2025-02-15,display,625.97,71318,2131,204,14112.61,22.545
2025-02-16,paid_search,3920.44,481941,9132,1019,184275.42,47.004
2025-02-16,social,2424.59,298056,5647,630,113964.96,47.004
2025-02-16,email,569.67,70029,1327,148,26776.61,47.004
2025-02-16,affiliate,4787.68,588551,11152,1244,225038.93,47.004
2025-02-16,display,41.58,5111,99,12,1953.83,46.99
2025-02-17,paid_search,6557.52,1276738,40267,3749,634061.59,96.692
2025-02-17,social,1539.32,299703,9452,880,148840.63,96.692
2025-02-17,email,1365.62,265883,8385,780,132044.82,96.692
2025-02-17,affiliate,2769.02,539122,17003,1583,267742.44,96.692
2025-02-17,display,1005.38,195748,6176,576,97212.01,96.692
2025-02-18,paid_search,3531.69,357689,15222,842,95819.62,27.131
2025-02-18,social,2079.48,210609,8963,496,56419.13,27.131
2025-02-18,email,4475.9,453318,19292,1067,121437.37,27.131
2025-02-18,affiliate,760.83,77056,3279,181,20642.31,27.131
2025-02-18,display,1996.64,202223,8608,478,54172.05,27.132
2025-02-19,paid_search,5918.38,1146079,57302,5513,315928.56,53.381
2025-02-19,social,2051.43,397254,19862,1911,109507.31,53.381
2025-02-19,email,1775.14,343751,17187,1653,94758.48,53.381
2025-02-19,affiliate,1772.26,343193,17159,1651,94604.92,53.381
2025-02-19,display,298.0,57709,2887,279,15907.4,53.381
2025-02-20,paid_search,2849.58,557759,24502,2012,268480.0,94.217
2025-02-20,social,5528.17,1082053,47535,3904,520851.03,94.218
2025-02-20,email,1870.93,366204,16087,1321,176274.16,94.217
2025-02-20,affiliate,595.72,116602,5122,420,56126.91,94.217
2025-02-20,display,2641.43,517023,22716,1869,248869.67,94.218
2025-02-21,paid_search,7477.69,1012872,16889,657,50518.84,6.756
2025-02-21,social,2013.12,272681,4546,177,13600.49,6.756
2025-02-21,email,1622.57,219781,3664,142,10961.98,6.756
2025-02-21,affiliate,259.91,35204,587,22,1755.91,6.756
2025-02-21,display,1284.61,174007,2903,115,8678.82,6.756
2025-02-22,paid_search,1439.25,202791,8700,286,23739.98,16.495
2025-02-22,social,7670.06,1080714,46368,1526,126514.97,16.495
2025-02-22,email,1927.7,271614,11653,383,31796.8,16.495
2025-02-22,affiliate,2401.65,338393,14518,477,39614.35,16.495
2025-02-22,display,496.83,70006,3007,101,8195.09,16.495
2025-02-23,paid_search,3825.39,442978,8348,737,137917.16,36.053
2025-02-23,social,2164.57,250656,4723,417,78039.55,36.053
2025-02-23,email,1874.5,217066,4090,361,67581.47,36.053
2025-02-23,affiliate,2366.75,274067,5165,455,85328.45,36.053
2025-02-23,display,2490.14,288359,5437,481,89777.06,36.053
2025-02-24,paid_search,4615.65,910208,32772,3768,196354.49,42.541
2025-02-24,social,6695.99,1320452,47542,5466,284854.27,42.541
2025-02-24,email,825.1,162710,5858,673,35100.6,42.541
2025-02-24,affiliate,976.43,192552,6932,797,41538.35,42.541
2025-02-24,display,186.04,36688,1323,154,7913.96,42.539
2025-02-25,paid_search,5771.28,723066,11445,1370,190341.59,32.981
2025-02-25,social,1397.68,175111,2771,331,46096.74,32.981
2025-02-25,email,3779.51,473523,7495,897,124651.37,32.981
2025-02-25,affiliate,1251.38,156781,2481,297,41271.42,32.981
2025-02-25,display,575.92,72157,1144,139,18994.06,32.98
2025-02-26,paid_search,5451.25,1022586,41653,3924,576383.77,105.734
2025-02-26,social,1896.92,355837,14494,1365,200568.97,105.734
2025-02-26,email,1415.49,265528,10815,1019,149665.74,105.734
2025-02-26,affiliate,1915.98,359413,14640,1379,202584.6,105.734
2025-02-26,display,1184.05,222115,9050,854,125194.09,105.734
2025-02-27,paid_search,4460.63,383043,16674,1181,180020.24,40.358
2025-02-27,social,3596.77,308862,13445,953,145157.01,40.358
2025-02-27,email,4316.27,370646,16134,1143,174194.15,40.358
2025-02-27,affiliate,857.86,73666,3206,227,34621.27,40.358
2025-02-27,display,57.13,4907,216,17,2305.14,40.349
2025-02-28,paid_search,6758.54,797884,30327,3092,233780.78,34.59
2025-02-28,social,2964.1,349928,13300,1356,102529.33,34.59
2025-02-28,email,1468.85,173406,6591,672,50808.11,34.59
2025-02-28,affiliate,591.17,69790,2652,270,20448.7,34.59
2025-02-28,display,234.44,27679,1054,109,8109.46,34.591
2025-03-01,paid_search,6187.77,768167,27116,1929,383428.02,61.965
2025-03-01,social,1216.52,151021,5331,379,75382.08,61.965
2025-03-01,email,2616.22,324784,11464,815,162115.25,61.965
2025-03-01,affiliate,1552.95,192788,6805,484,96229.59,61.966
2025-03-01,display,1394.69,173144,6114,437,86423.06,61.966
2025-03-02,paid_search,3084.99,496023,12381,703,31728.56,10.285
2025-03-02,social,5039.07,810213,20224,1149,51825.94,10.285
2025-03-02,email,3136.3,504274,12587,715,32256.32,10.285
2025-03-02,affiliate,765.69,123111,3073,174,7874.95,10.285
2025-03-02,display,267.27,42977,1074,64,2748.89,10.285
2025-03-03,paid_search,5333.5,700239,21272,810,92446.82,17.333
2025-03-03,social,3065.85,402518,12227,465,53141.16,17.333
2025-03-03,email,1713.02,224903,6832,260,29692.14,17.333
2025-03-03,affiliate,1794.77,235637,7158,272,31109.19,17.333
2025-03-03,display,742.91,97540,2965,115,12877.17,17.333
2025-03-04,paid_search,7636.57,1315729,36197,1433,255420.71,33.447
2025-03-04,social,2104.99,362675,9977,395,70405.63,33.447
2025-03-04,email,1307.21,225223,6196,245,43722.35,33.447
2025-03-04,affiliate,1170.09,201599,5546,219,39136.13,33.447
2025-03-04,display,895.11,154224,4245,170,29938.97,33.447
2025-03-05,paid_search,4430.53,747064,20629,602,66520.45,15.014
2025-03-05,social,3152.35,531540,14678,428,47329.71,15.014
2025-03-05,email,2128.19,358850,9909,289,31952.89,15.014
2025-03-05,affiliate,1113.12,187692,5182,151,16712.57,15.014
2025-03-05,display,1221.63,205990,5690,167,18341.71,15.014
2025-03-06,paid_search,4062.16,600599,14448,1649,133240.83,32.8
2025-03-06,social,2956.98,437195,10517,1201,96990.3,32.8
2025-03-06,email,1171.36,173188,4166,475,38421.19,32.8
2025-03-06,affiliate,788.62,116599,2805,320,25867.29,32.801
2025-03-06,display,2946.63,435668,10483,1199,96651.01,32.801
2025-03-07,paid_search,3387.73,444851,8015,860,62165.06,18.35
2025-03-07,social,4343.06,570298,10276,1103,79695.49,18.35
2025-03-07,email,3244.86,426091,7677,824,59543.47,18.35
2025-03-07,affiliate,1229.94,161507,2910,312,22569.58,18.35
2025-03-07,display,547.18,71853,1297,140,10040.74,18.35
2025-03-08,paid_search,6594.59,1109472,21888,2355,237219.03,35.972
2025-03-08,social,1143.82,192435,3796,408,41145.13,35.972
2025-03-08,email,3357.84,564921,11145,1199,120787.26,35.972
2025-03-08,affiliate,1174.73,197636,3899,419,42257.07,35.972
2025-03-08,display,360.73,60692,1198,130,12976.32,35.972
2025-03-09,paid_search,5177.79,850031,17023,1283,116718.62,22.542
2025-03-09,social,2697.19,442793,8867,668,60800.42,22.542
2025-03-09,email,2480.2,407171,8154,614,55909.08,22.542
2025-03-09,affiliate,476.92,78295,1568,118,10750.83,22.542
2025-03-09,display,1686.32,276844,5546,420,38013.45,22.542
2025-03-10,paid_search,4027.67,789659,29564,857,129391.36,32.126
2025-03-10,social,4150.35,813712,30464,883,133332.69,32.126
2025-03-10,email,2127.82,417176,15618,452,68357.46,32.126
2025-03-10,affiliate,93.51,18333,686,19,3004.14,32.126
2025-03-10,display,1367.74,268161,10042,294,43939.74,32.126
2025-03-11,paid_search,5524.6,778207,16695,692,105657.67,19.125
2025-03-11,social,1523.09,214545,4602,190,29128.94,19.125
2025-03-11,email,1445.21,203575,4367,181,27639.57,19.125
2025-03-11,affiliate,3353.14,472331,10133,420,64128.72,19.125
2025-03-11,display,99.58,14030,304,15,1904.58,19.126
2025-03-12,paid_search,2546.86,431846,12335,267,18617.32,7.31
2025-03-12,social,5440.05,922418,26347,572,39766.31,7.31
2025-03-12,email,2274.11,385600,11014,239,16623.59,7.31
2025-03-12,affiliate,1632.63,276829,7907,171,11934.4,7.31
2025-03-12,display,406.25,68886,1969,45,2969.64,7.31
2025-03-13,paid_search,3335.56,646461,13533,310,28768.51,8.625
2025-03-13,social,5932.35,1149740,24069,551,51165.24,8.625
2025-03-13,email,1997.63,387159,8105,185,17229.17,8.625
2025-03-13,affiliate,727.27,140951,2950,67,6272.57,8.625
2025-03-13,display,1464.66,283865,5944,139,12632.37,8.625
2025-03-14,paid_search,3421.0,667132,14811,827,115721.21,33.827
2025-03-14,social,3803.11,741647,16466,920,128646.61,33.827
2025-03-14,email,1938.74,378075,8394,469,65581.11,33.827
2025-03-14,affiliate,1564.76,305144,6774,378,52930.57,33.827
2025-03-14,display,524.54,102294,2273,129,17743.53,33.827
2025-03-15,paid_search,2973.52,470394,12122,1228,162352.69,54.599
2025-03-15,social,4214.24,666668,17180,1741,230094.98,54.599
2025-03-15,email,2530.74,400348,10317,1045,138176.88,54.599
2025-03-15,affiliate,791.31,125180,3225,326,43204.99,54.599
2025-03-15,display,1613.48,255245,6580,669,88095.2,54.599
2025-03-16,paid_search,4758.02,503239,9638,399,55814.48,11.731
2025-03-16,social,4967.63,525409,10063,417,58273.37,11.731
2025-03-16,email,785.48,83077,1591,65,9214.21,11.731
2025-03-16,affiliate,457.89,48429,927,38,5371.37,11.731
2025-03-16,display,852.91,90211,1730,74,10005.13,11.731
2025-03-17,paid_search,3850.77,474411,9608,292,55767.59,14.482
2025-03-17,social,2834.21,349172,7072,215,41045.58,14.482
2025-03-17,email,3096.74,381515,7727,235,44847.52,14.482
2025-03-17,affiliate,1448.56,178461,3614,110,20978.32,14.482
2025-03-17,display,1639.27,201958,4092,126,23740.28,14.482
2025-03-18,paid_search,8153.95,1165964,12317,1206,221919.04,27.216
2025-03-18,social,2258.44,322942,3411,334,61465.91,27.216
2025-03-18,email,546.8,78189,825,80,14881.9,27.216
2025-03-18,affiliate,638.89,91357,965,94,17388.23,27.216
2025-03-18,display,235.06,33614,357,37,6397.29,27.216
2025-03-19,paid_search,3006.88,362909,5593,379,29294.78,9.743
2025-03-19,social,2078.98,250917,3867,262,20254.59,9.743
2025-03-19,email,1384.4,167087,2575,174,13487.66,9.743
2025-03-19,affiliate,1221.97,147482,2273,154,11905.13,9.743
2025-03-19,display,3514.31,424154,6538,446,34238.37,9.743
2025-03-20,paid_search,4396.93,726305,16879,1393,99271.98,22.578
2025-03-20,social,3868.34,638990,14850,1225,87337.67,22.578
2025-03-20,email,2610.42,431201,10021,827,58936.91,22.578
2025-03-20,affiliate,848.92,140228,3258,269,19166.5,22.578
2025-03-20,display,1487.94,245785,5715,473,33593.93,22.577
2025-03-21,paid_search,4208.17,585148,7805,809,54426.04,12.933
2025-03-21,social,2096.78,291558,3889,403,27118.57,12.933
2025-03-21,email,1603.32,222943,2973,308,20736.47,12.933
2025-03-21,affiliate,2795.78,388754,5185,537,36158.94,12.933
2025-03-21,display,1422.38,197784,2641,275,18396.15,12.933
2025-03-22,paid_search,3992.33,629023,12153,904,145536.66,36.454
2025-03-22,social,4334.03,682860,13193,981,157992.82,36.454
2025-03-22,email,2689.43,423741,8187,609,98040.62,36.454
2025-03-22,affiliate,1823.84,287360,5552,413,66486.4,36.454
2025-03-22,display,410.23,64636,1251,94,14954.41,36.454
2025-03-23,paid_search,4995.78,992602,18283,1490,77958.94,15.605
2025-03-23,social,4863.58,966335,17799,1451,75895.92,15.605
2025-03-23,email,2461.61,489093,9008,734,38413.34,15.605
2025-03-23,affiliate,983.14,195338,3598,293,15341.9,15.605
2025-03-23,display,193.76,38498,711,59,3023.48,15.604
2025-03-24,paid_search,1374.2,117291,5202,144,17991.7,13.092
2025-03-24,social,2323.43,198310,8796,244,30419.52,13.093
2025-03-24,email,4389.88,374686,16620,461,57474.47,13.092
2025-03-24,affiliate,2401.13,204942,9090,252,31436.8,13.093
2025-03-24,display,3048.68,260213,11545,321,39914.89,13.093
2025-03-25,paid_search,3130.49,523826,7896,898,119615.18,38.21
2025-03-25,social,4860.43,813298,12259,1394,185715.56,38.21
2025-03-25,email,2501.39,418559,6309,717,95577.4,38.21
2025-03-25,affiliate,765.11,128026,1929,219,29234.68,38.21
2025-03-25,display,2182.59,365216,5508,628,83396.27,38.21
2025-03-26,paid_search,4814.8,847568,36419,1669,178796.3,37.135
2025-03-26,social,1163.98,204900,8804,403,43224.22,37.135
2025-03-26,email,4387.72,772387,33189,1521,162936.7,37.135
2025-03-26,affiliate,1987.56,349877,15034,689,73807.49,37.135
2025-03-26,display,988.31,173979,7478,344,36700.87,37.135
2025-03-27,paid_search,2540.84,231538,7064,509,67125.16,26.418
2025-03-27,social,3521.04,320860,9790,705,93020.41,26.418
2025-03-27,email,5363.21,488731,14912,1074,141687.63,26.418
2025-03-27,affiliate,1721.46,156871,4786,344,45478.34,26.418
2025-03-27,display,80.34,7324,225,18,2122.47,26.419
2025-03-28,paid_search,4674.41,759943,37271,1499,154252.4,32.999
2025-03-28,social,3240.55,526832,25838,1039,106935.88,32.999
2025-03-28,email,3206.2,521248,25564,1028,105802.33,32.999
2025-03-28,affiliate,1474.74,239756,11758,473,48665.48,32.999
2025-03-28,display,196.1,31881,1565,65,6470.94,32.998
2025-03-29,paid_search,4714.41,588676,15616,1286,216492.17,45.921
2025-03-29,social,2740.33,342178,9077,747,125839.84,45.921
2025-03-29,email,2750.59,343459,9111,750,126310.92,45.921
2025-03-29,affiliate,2879.39,359541,9538,785,132225.4,45.921
2025-03-29,display,352.14,43971,1169,99,16170.31,45.92
2025-03-30,paid_search,5389.05,814678,17931,1023,106032.16,19.675
2025-03-30,social,2219.42,335515,7384,421,43668.1,19.675
2025-03-30,email,2248.26,339876,7480,426,44235.64,19.676
2025-03-30,affiliate,1287.47,194630,4283,244,25331.59,19.675
2025-03-30,display,644.6,97449,2147,124,12682.97,19.676
2025-03-31,paid_search,6923.51,811917,33568,1772,331970.42,47.948
2025-03-31,social,342.86,40207,1662,87,16439.53,47.948
2025-03-31,email,4369.77,512440,21186,1118,209522.71,47.948
2025-03-31,affiliate,708.44,83078,3434,181,33968.43,47.948
2025-03-31,display,877.21,102872,4255,226,42060.82,47.948
2025-04-01,paid_search,4746.09,413368,19973,2385,234593.63,49.429
2025-04-01,social,4825.11,420251,20305,2425,238499.52,49.429
2025-04-01,email,1222.39,106465,5144,614,60421.13,49.429
2025-04-01,affiliate,809.04,70464,3404,406,39989.86,49.429
2025-04-01,display,486.18,42349,2048,247,24032.05,49.43
2025-04-02,paid_search,5343.91,556083,22617,1016,164186.36,30.724
2025-04-02,social,2949.21,306892,12482,560,90611.37,30.724
2025-04-02,email,3642.38,379023,15416,692,111908.58,30.724
2025-04-02,affiliate,222.43,23145,941,42,6833.82,30.723
2025-04-02,display,721.89,75122,3057,140,22179.4,30.724
2025-04-03,paid_search,6155.03,689541,17141,1066,170227.01,27.657
2025-04-03,social,1942.05,217565,5408,336,53710.43,27.657
2025-04-03,email,2210.8,247673,6156,383,61143.07,27.657
2025-04-03,affiliate,1866.23,209071,5197,323,51613.44,27.657
2025-04-03,display,810.58,90811,2259,142,22418.19,27.657
2025-04-04,paid_search,6162.59,1194899,33892,706,106084.89,17.214
2025-04-04,social,2070.79,401516,11388,237,35647.24,17.214
2025-04-04,email,2180.56,422801,11992,250,37536.9,17.214
2025-04-04,affiliate,1011.17,196062,5561,115,17406.69,17.214
2025-04-04,display,1610.85,312337,8862,187,27729.6,17.214
2025-04-05,paid_search,2709.08,337248,16462,1802,163243.43,60.258
2025-04-05,social,5780.43,719597,35125,3845,348317.05,60.258
2025-04-05,email,1159.43,144335,7045,771,69864.81,60.258
2025-04-05,affiliate,3054.98,380309,18564,2032,184086.59,60.258
2025-04-05,display,153.81,19151,936,103,9268.78,60.261
2025-04-06,paid_search,4051.21,780395,34865,1443,219326.71,54.139
2025-04-06,social,2131.84,410661,18347,759,115414.59,54.138
2025-04-06,email,2745.26,528826,23626,978,148624.37,54.139
2025-04-06,affiliate,1269.84,244611,10928,452,68747.08,54.138
2025-04-06,display,1165.12,224444,10029,418,63078.15,54.139
2025-04-07,paid_search,6388.34,636561,20790,1812,175382.47,27.454
2025-04-07,social,2723.97,271428,8864,772,74782.64,27.454
2025-04-07,email,2519.82,251086,8200,714,69178.03,27.454
2025-04-07,affiliate,950.58,94719,3093,269,26096.64,27.453
2025-04-07,display,458.89,45727,1496,133,12598.04,27.453
2025-04-08,paid_search,5104.64,506798,8550,941,110632.87,21.673
2025-04-08,social,3322.45,329859,5565,612,72007.45,21.673
2025-04-08,email,3643.66,361748,6103,671,78968.93,21.673
2025-04-08,affiliate,925.86,91921,1550,170,20066.26,21.673
2025-04-08,display,458.55,45527,770,87,9938.03,21.673
2025-04-09,paid_search,3950.75,589348,22941,2377,250746.49,63.468
2025-04-09,social,5013.33,747856,29111,3017,318185.77,63.468
2025-04-09,email,1791.11,267187,10400,1077,113678.48,63.468
2025-04-09,affiliate,1224.74,182698,7111,737,77731.65,63.468
2025-04-09,display,836.48,124783,4859,505,53089.51,63.468
2025-04-10,paid_search,3293.52,287535,9086,678,109373.35,33.209
2025-04-10,social,2965.54,258902,8181,611,98481.59,33.209
2025-04-10,email,1787.91,156090,4932,368,59373.93,33.209
2025-04-10,affiliate,2993.4,261334,8258,617,99406.66,33.209
2025-04-10,display,1949.42,170193,5382,404,64737.68,33.209
2025-04-11,paid_search,3351.89,647509,28666,1530,84114.95,25.095
2025-04-11,social,3213.7,620813,27485,1467,80647.04,25.095
2025-04-11,email,3666.33,708251,31356,1673,92005.71,25.095
2025-04-11,affiliate,1816.45,350895,15535,829,45583.29,25.095
2025-04-11,display,1266.4,244643,10832,580,31780.18,25.095
2025-04-12,paid_search,3177.81,500293,20273,1994,214000.23,67.342
2025-04-12,social,7504.27,1181424,47874,4710,505353.49,67.342
2025-04-12,email,1809.4,284861,11543,1135,121849.17,67.342
2025-04-12,affiliate,829.35,130567,5290,520,55850.32,67.342
2025-04-12,display,139.71,21998,893,91,9408.41,67.342
2025-04-13,paid_search,3519.61,328202,13682,1562,85229.47,24.216
2025-04-13,social,4617.04,430538,17949,2049,111804.5,24.216
2025-04-13,email,2444.97,227993,9505,1085,59206.51,24.216
2025-04-13,affiliate,1037.0,96700,4031,460,25111.6,24.216
2025-04-13,display,1345.45,125464,5232,599,32580.7,24.215
2025-04-14,paid_search,5515.8,972019,25914,584,49840.73,9.036
2025-04-14,social,3645.72,642465,17128,386,32942.74,9.036
2025-04-14,email,476.51,83972,2238,50,4305.75,9.036
2025-04-14,affiliate,1809.47,318872,8501,191,16350.36,9.036
2025-04-14,display,944.79,166498,4440,102,8537.12,9.036
2025-04-15,paid_search,2887.65,476611,8712,985,103188.51,35.734
2025-04-15,social,3693.6,609636,11144,1260,131988.98,35.735
2025-04-15,email,4258.41,702858,12848,1453,152171.93,35.734
2025-04-15,affiliate,750.83,123925,2265,256,26830.51,35.734
2025-04-15,display,1690.36,279000,5103,580,60404.28,35.735
2025-04-16,paid_search,5936.48,901445,33572,1609,210932.51,35.532
