anomaly_id,date,kpi,tier,severity,votes,direction,actual_value,expected_value,deviation_pct,z_score,anomaly_flag,anomaly_event,dependency_chain,suspected_driver_kpi,driver_z_score,driver_direction,graph_depth_reached,co_anomalous_kpis,affected_tier1_kpis,root_cause_confidence,confidence_tier,ci_ran,ci_relative_effect_pct,ci_effect_significant,ci_confidence,dw_ran,dw_treatment,dw_effect_pct,dw_refutation_passed,dw_p_value,is_externally_driven,external_driver_type,external_driver_detail,snap_economic_index,snap_marketing_pressure,snap_seasonal_index,snap_consumer_sentiment,actionability_score,actionability_label,escalation_suppressed,suppression_reason,rca_completeness_score,layer4_priority_flag,rca_narrative,revenue_at_risk,margin_impact,customer_impact,monthly_shortfall,impact_pct_of_plan,impact_narrative,revenue_impact_factor,tier_factor,confidence_factor,recoverability_factor,external_factor,priority_score,priority_band,priority_rank
ANO-20250226-ROAS,2025-02-26,avg_roas,1,MEDIUM,2,UP,105.734,47.8254,121.08,1.5331,0,,avg_roas,avg_roas,1.5331,UP,0,inventory_health,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.07333,-0.02177,-0.05785,0.0901,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +121.1% on 2025-02-26. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-29788.6,-14798.44,373,-127665.45,-36.324,"Marketing ROAS surged +121.1% above forecast. Weekly revenue uplift: +$29,789 (+$127,665 monthly, 36.3% above plan). Approximately 373 customers contributed to the uplift.",0.810704,1.0,0.5,1.0,1.0,0.833746,HIGH,49
ANO-20250505-ROAS,2025-05-05,avg_roas,1,MEDIUM,2,UP,84.415,47.613,77.29,1.2199,0,,avg_roas,avg_roas,1.2199,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.20182,-0.19491,0.10492,-0.04002,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +77.3% on 2025-05-05. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-19015.21,-9446.41,238,-81493.74,-23.187,"Marketing ROAS surged +77.3% above forecast. Weekly revenue uplift: +$19,015 (+$81,494 monthly, 23.2% above plan). Approximately 238 customers contributed to the uplift.",0.775379,1.0,0.5,1.0,1.0,0.821383,HIGH,61
ANO-20250525-ROAS,2025-05-25,avg_roas,1,HIGH,3,UP,164.561,45.2227,263.89,2.246,0,,avg_roas -> total_clicks,total_clicks,2.0221,UP,1,total_clicks,avg_roas,0.8946,HIGH,True,0.72,False,0.891,True,total_clicks,66.02,True,0.0,False,none,,-0.12507,-0.12468,0.13494,0.00104,1.0,HIGH,False,,3,ESCALATE,[HIGH] avg_roas moved UP +263.9% on 2025-05-25. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 89%. No external suppression. Fully actionable.,-64923.31,-32252.73,814,-278242.77,-79.167,"Marketing ROAS surged +263.9% above forecast. Weekly revenue uplift: +$64,923 (+$278,243 monthly, 79.2% above plan). Approximately 814 customers contributed to the uplift.",0.872014,1.0,0.8946,1.0,1.0,0.934125,HIGH,9
ANO-20250609-ROAS,2025-06-09,avg_roas,1,MEDIUM,2,UP,102.776,54.9167,87.15,1.4965,0,,avg_roas -> total_clicks,total_clicks,1.5724,UP,1,"avg_order_value_usd, conversion_rate, inventory_health, n_orders, total_clicks, total_revenue_usd",avg_roas,0.9,HIGH,False,,,,True,total_clicks,49.54,True,0.0,False,none,,0.11905,-0.13547,0.1472,-0.1061,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] avg_roas moved UP +87.2% on 2025-06-09. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. No external suppression. Fully actionable.,-21441.0,-10651.51,269,-91890.02,-26.145,"Marketing ROAS surged +87.2% above forecast. Weekly revenue uplift: +$21,441 (+$91,890 monthly, 26.1% above plan). Approximately 269 customers contributed to the uplift.",0.784828,1.0,0.9,1.0,1.0,0.90469,HIGH,17
ANO-20250707-ROAS,2025-07-07,avg_roas,1,MEDIUM,2,UP,104.48,54.961,90.1,1.452,0,,avg_roas,avg_roas,1.452,UP,0,return_rate,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.07037,-0.13527,0.14381,-0.10771,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +90.1% on 2025-07-07. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-22166.78,-11012.06,278,-95000.47,-27.03,"Marketing ROAS surged +90.1% above forecast. Weekly revenue uplift: +$22,167 (+$95,000 monthly, 27.0% above plan). Approximately 278 customers contributed to the uplift.",0.787448,1.0,0.5,1.0,1.0,0.825607,HIGH,58
ANO-20250710-ROAS,2025-07-10,avg_roas,1,MEDIUM,2,UP,97.632,55.921,74.59,1.2251,0,,avg_roas,avg_roas,1.2251,UP,0,conversion_rate,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.08404,-0.033,0.14141,-0.08179,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +74.6% on 2025-07-10. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-18350.94,-9116.42,230,-78646.89,-22.377,"Marketing ROAS surged +74.6% above forecast. Weekly revenue uplift: +$18,351 (+$78,647 monthly, 22.4% above plan). Approximately 230 customers contributed to the uplift.",0.772581,1.0,0.5,1.0,1.0,0.820403,HIGH,62
ANO-20250819-ROAS,2025-08-19,avg_roas,1,MEDIUM,2,UP,110.508,51.6906,113.79,1.8604,0,,avg_roas,avg_roas,1.8604,UP,0,"avg_order_value_usd, total_revenue_usd",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.20586,0.10546,0.07741,0.05846,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +113.8% on 2025-08-19. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-27995.09,-13907.46,351,-119978.95,-34.137,"Marketing ROAS surged +113.8% above forecast. Weekly revenue uplift: +$27,995 (+$119,979 monthly, 34.1% above plan). Approximately 351 customers contributed to the uplift.",0.805818,1.0,0.5,1.0,1.0,0.832036,HIGH,52
ANO-20250830-ROAS,2025-08-30,avg_roas,1,MEDIUM,2,UP,109.156,47.211,131.21,1.825,0,,avg_roas,avg_roas,1.825,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.09455,-0.40597,0.05184,0.13903,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +131.2% on 2025-08-30. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-32280.83,-16036.53,405,-138346.41,-39.363,"Marketing ROAS surged +131.2% above forecast. Weekly revenue uplift: +$32,281 (+$138,346 monthly, 39.4% above plan). Approximately 405 customers contributed to the uplift.",0.817027,1.0,0.5,1.0,1.0,0.835959,HIGH,48
ANO-20250917-ROAS,2025-09-17,avg_roas,1,MEDIUM,2,DOWN,11.552,29.7051,-61.11,-0.7594,1,bot_traffic_surge,avg_roas,avg_roas,-0.7594,DOWN,0,sessions,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.04631,-0.01456,0.00645,0.1885,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved DOWN -61.1% on 2025-09-17. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,15034.54,7468.89,189,64433.72,18.333,"Marketing ROAS is tracking $15,035 below forecast for the week. At current trajectory, this represents a $64,434 monthly shortfall — 18.3% below plan. Approximately 189 customers experienced degraded marketing roas.",0.756895,1.0,0.5,1.0,1.0,0.814913,HIGH,67
ANO-20250920-ROAS,2025-09-20,avg_roas,1,MEDIUM,2,UP,135.722,41.1821,229.57,2.105,0,,avg_roas,avg_roas,2.105,UP,0,"avg_discount_pct, inventory_health",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.0763,0.03041,-0.00129,0.17935,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +229.6% on 2025-09-20. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-56479.76,-28058.13,708,-242056.13,-68.871,"Marketing ROAS surged +229.6% above forecast. Weekly revenue uplift: +$56,480 (+$242,056 monthly, 68.9% above plan). Approximately 708 customers contributed to the uplift.",0.86105,1.0,0.5,1.0,1.0,0.851368,HIGH,37
ANO-20250924-ROAS,2025-09-24,avg_roas,1,HIGH,3,UP,110.186,57.219,92.57,1.0769,0,,avg_roas,avg_roas,1.0769,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions",,0.8487,HIGH,True,0.5,False,0.8487,False,,,,,False,none,,0.02496,0.23933,-0.01161,0.15425,1.0,HIGH,False,,1,ESCALATE,[HIGH] avg_roas moved UP +92.6% on 2025-09-24. Root: avg_roas (no deeper driver above watch threshold). Causal confidence: 85%. No external suppression. Fully actionable.,-22774.46,-11313.94,286,-97604.81,-27.771,"Marketing ROAS surged +92.6% above forecast. Weekly revenue uplift: +$22,774 (+$97,605 monthly, 27.8% above plan). Approximately 286 customers contributed to the uplift.",0.789576,1.0,0.8487,1.0,1.0,0.896092,HIGH,18
ANO-20250925-ROAS,2025-09-25,avg_roas,1,HIGH,3,UP,105.403,65.8726,60.01,0.7617,0,,avg_roas,avg_roas,0.7617,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions",,0.5928,LOW,True,0.11,False,0.5928,False,,,,,False,none,,0.02264,0.31272,-0.01418,0.12496,1.0,HIGH,False,,1,ESCALATE,[HIGH] avg_roas moved UP +60.0% on 2025-09-25. Root: avg_roas (no deeper driver above watch threshold). Causal confidence: 59%. No external suppression. Fully actionable.,-14763.91,-7334.44,185,-63273.9,-18.003,"Marketing ROAS surged +60.0% above forecast. Weekly revenue uplift: +$14,764 (+$63,274 monthly, 18.0% above plan). Approximately 185 customers contributed to the uplift.",0.755465,1.0,0.5928,1.0,1.0,0.832973,HIGH,50
ANO-20251108-ROAS,2025-11-08,avg_roas,1,MEDIUM,2,UP,98.23,33.6299,192.09,1.9763,0,,avg_roas,avg_roas,1.9763,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.09661,0.13911,-0.1129,0.215,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +192.1% on 2025-11-08. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-47258.78,-23477.31,593,-202537.62,-57.627,"Marketing ROAS surged +192.1% above forecast. Weekly revenue uplift: +$47,259 (+$202,538 monthly, 57.6% above plan). Approximately 593 customers contributed to the uplift.",0.847023,1.0,0.5,1.0,1.0,0.846458,HIGH,40
ANO-20251128-ROAS,2025-11-28,avg_roas,1,MEDIUM,2,DOWN,11.796,28.6249,-58.79,-0.9295,1,black_friday_spike,avg_roas -> total_clicks,total_clicks,-1.8655,DOWN,1,"avg_order_value_usd, n_orders, total_clicks, total_revenue_usd",avg_roas,0.9,HIGH,False,,,,True,total_clicks,-88.16,True,0.0,False,none,,0.03214,-0.03777,-0.13961,-0.02767,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] avg_roas moved DOWN -58.8% on 2025-11-28. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. No external suppression. Fully actionable.,14463.76,7185.34,181,61987.54,17.637,"Marketing ROAS is tracking $14,464 below forecast for the week. At current trajectory, this represents a $61,988 monthly shortfall — 17.6% below plan. Approximately 181 customers experienced degraded marketing roas.",0.753849,1.0,0.9,1.0,1.0,0.893847,HIGH,20
ANO-20251224-ROAS,2025-12-24,avg_roas,1,MEDIUM,2,UP,96.601,35.7967,169.86,2.0137,0,,avg_roas -> total_clicks,total_clicks,1.7566,UP,1,"conversion_rate, inventory_health, n_orders, total_clicks, total_revenue_usd",avg_roas,0.9,HIGH,False,,,,True,total_clicks,58.92,True,0.0,False,none,,-0.07582,-0.23615,-0.1496,-0.00556,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] avg_roas moved UP +169.9% on 2025-12-24. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. No external suppression. Fully actionable.,-41789.66,-20760.35,524,-179098.55,-50.958,"Marketing ROAS surged +169.9% above forecast. Weekly revenue uplift: +$41,790 (+$179,099 monthly, 51.0% above plan). Approximately 524 customers contributed to the uplift.",0.837344,1.0,0.9,1.0,1.0,0.92307,HIGH,12
ANO-20251226-ROAS,2025-12-26,avg_roas,1,MEDIUM,2,UP,83.418,48.0681,73.54,1.0733,0,,avg_roas,avg_roas,1.0733,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.12146,-0.25599,-0.14913,0.04952,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +73.5% on 2025-12-26. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-18092.62,-8988.09,227,-77539.78,-22.062,"Marketing ROAS surged +73.5% above forecast. Weekly revenue uplift: +$18,093 (+$77,540 monthly, 22.1% above plan). Approximately 227 customers contributed to the uplift.",0.771465,1.0,0.5,1.0,1.0,0.820013,HIGH,64
ANO-20240417-CVR,2024-04-17,conversion_rate,1,MEDIUM,2,UP,0.0295,0.0265,11.32,1.8499,0,,conversion_rate -> avg_discount_pct,avg_discount_pct,1.8377,UP,1,"avg_discount_pct, n_orders, sessions, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",0.9,HIGH,False,,,,True,avg_discount_pct,16.77,True,0.0,False,none,,0.17425,0.29856,0.06953,-0.00695,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] conversion_rate moved UP +11.3% on 2024-04-17. Chain: conversion_rate -> avg_discount_pct. Suspected driver: avg_discount_pct. Causal confidence: 90%. No external suppression. Fully actionable.,-10110.49,-5022.71,127,-43330.69,-12.3287,"Conversion rate surged +11.3% above forecast. Weekly revenue uplift: +$10,110 (+$43,331 monthly, 12.3% above plan). Approximately 127 customers contributed to the uplift.",0.725671,1.0,0.9,1.0,1.0,0.883985,HIGH,23
ANO-20240618-CVR,2024-06-18,conversion_rate,1,MEDIUM,2,UP,0.0304,0.0262,16.03,2.1583,1,website_outage,conversion_rate -> avg_discount_pct,avg_discount_pct,2.1964,UP,1,"avg_discount_pct, avg_order_value_usd, n_orders, sessions, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",0.9,HIGH,False,,,,True,avg_discount_pct,23.13,True,0.0,False,none,,0.17751,0.36144,0.14997,-0.00756,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] conversion_rate moved UP +16.0% on 2024-06-18. Chain: conversion_rate -> avg_discount_pct. Suspected driver: avg_discount_pct. Causal confidence: 90%. No external suppression. Fully actionable.,-14154.69,-7031.8,177,-60662.96,-17.2601,"Conversion rate surged +16.0% above forecast. Weekly revenue uplift: +$14,155 (+$60,663 monthly, 17.3% above plan). Approximately 177 customers contributed to the uplift.",0.752149,1.0,0.9,1.0,1.0,0.893252,HIGH,21
ANO-20240620-CVR,2024-06-20,conversion_rate,1,MEDIUM,2,UP,0.0318,0.0279,13.98,1.3312,0,,conversion_rate,conversion_rate,1.3312,UP,0,,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.06756,0.45172,0.14999,0.02963,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] conversion_rate moved UP +14.0% on 2024-06-20. Root: conversion_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.,-13143.64,-6529.52,165,-56329.89,-16.0273,"Conversion rate surged +14.0% above forecast. Weekly revenue uplift: +$13,144 (+$56,330 monthly, 16.0% above plan). Approximately 165 customers contributed to the uplift.",0.746317,1.0,0.5,1.0,1.0,0.811211,HIGH,71
ANO-20240903-CVR,2024-09-03,conversion_rate,1,MEDIUM,2,UP,0.0393,0.0237,65.82,2.2437,1,email_campaign_spike,conversion_rate,conversion_rate,2.2437,UP,0,inventory_health,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.00753,-0.21119,0.03955,0.26813,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] conversion_rate moved UP +65.8% on 2024-09-03. Root: conversion_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.,-52574.57,-26118.1,659,-225319.57,-64.109,"Conversion rate surged +65.8% above forecast. Weekly revenue uplift: +$52,575 (+$225,320 monthly, 64.1% above plan). Approximately 659 customers contributed to the uplift.",0.855411,1.0,0.5,1.0,1.0,0.849394,HIGH,38
ANO-20250131-CVR,2025-01-31,conversion_rate,1,MEDIUM,2,UP,0.0329,0.0305,7.87,1.0847,0,,conversion_rate,conversion_rate,1.0847,UP,0,avg_roas,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.08003,0.52883,-0.11205,-0.17348,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] conversion_rate moved UP +7.9% on 2025-01-31. Root: conversion_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.,-8088.39,-4018.17,101,-34664.55,-9.8629,"Conversion rate surged +7.9% above forecast. Weekly revenue uplift: +$8,088 (+$34,665 monthly, 9.9% above plan). Approximately 101 customers contributed to the uplift.",0.70811,1.0,0.5,1.0,1.0,0.797838,HIGH,79
ANO-20250925-CVR,2025-09-25,conversion_rate,1,MEDIUM,2,UP,0.0297,0.0269,10.41,1.5685,0,,conversion_rate -> avg_discount_pct,avg_discount_pct,1.5899,UP,1,"avg_discount_pct, n_orders, sessions","conversion_rate, n_orders, total_revenue_usd",0.9,HIGH,False,,,,True,avg_discount_pct,14.71,True,0.0,False,none,,0.02264,0.31272,-0.01418,0.12496,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] conversion_rate moved UP +10.4% on 2025-09-25. Chain: conversion_rate -> avg_discount_pct. Suspected driver: avg_discount_pct. Causal confidence: 90%. No external suppression. Fully actionable.,-9436.46,-4687.86,118,-40441.97,-11.5067,"Conversion rate surged +10.4% above forecast. Weekly revenue uplift: +$9,436 (+$40,442 monthly, 11.5% above plan). Approximately 118 customers contributed to the uplift.",0.720241,1.0,0.9,1.0,1.0,0.882084,HIGH,26
ANO-20240620-RET,2024-06-20,return_rate,2,MEDIUM,2,DOWN,0.0756,0.0771,-1.95,-1.0424,0,,return_rate,return_rate,-1.0424,DOWN,0,,total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.06756,0.45172,0.14999,0.02963,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] return_rate moved DOWN -1.9% on 2024-06-20. Root: return_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.,-122.05,-60.63,2,-523.09,-0.1488,"Return rate surged -1.9% above forecast. Weekly revenue uplift: +$122 (+$523 monthly, 0.1% above plan). Approximately 2 customers contributed to the uplift.",0.378084,0.6,0.5,1.0,1.0,0.582329,MEDIUM,138
ANO-20240626-RET,2024-06-26,return_rate,2,MEDIUM,2,UP,0.0815,0.0787,3.56,1.369,0,,return_rate,return_rate,1.369,UP,0,bounce_rate,total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,True,consumer_sentiment_decline,consumer_sentiment=-0.105 (threshold -0.1),0.21382,0.16615,0.14899,-0.10451,0.9,HIGH,False,,0,INVESTIGATE,[MEDIUM] return_rate moved UP +3.6% on 2024-06-26. Root: return_rate (no deeper driver above watch threshold). External: consumer sentiment decline detected. Actionability: HIGH.,227.84,113.18,3,976.44,0.2778,"Return rate is tracking $228 below forecast for the week. At current trajectory, this represents a $976 monthly shortfall — 0.3% below plan. Approximately 3 customers experienced degraded return rate.",0.427206,0.6,0.5,0.9,0.45,0.534522,MEDIUM,167
ANO-20250114-RET,2025-01-14,return_rate,2,MEDIUM,2,DOWN,0.0754,0.0771,-2.2,-0.8545,0,,return_rate,return_rate,-0.8545,DOWN,0,avg_roas,total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.04681,0.15247,-0.13605,0.00062,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] return_rate moved DOWN -2.2% on 2025-01-14. Root: return_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.,-138.33,-68.72,2,-592.84,-0.1687,"Return rate surged -2.2% above forecast. Weekly revenue uplift: +$138 (+$593 monthly, 0.2% above plan). Approximately 2 customers contributed to the uplift.",0.387937,0.6,0.5,1.0,1.0,0.585778,MEDIUM,134
ANO-20250129-RET,2025-01-29,return_rate,2,MEDIUM,2,UP,0.0876,0.0837,4.66,1.534,0,,return_rate,return_rate,1.534,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd",total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,True,consumer_sentiment_decline,consumer_sentiment=-0.231 (threshold -0.1),-0.07669,0.4652,-0.11541,-0.2314,0.9,HIGH,False,,0,INVESTIGATE,[MEDIUM] return_rate moved UP +4.7% on 2025-01-29. Root: return_rate (no deeper driver above watch threshold). External: consumer sentiment decline detected. Actionability: HIGH.,317.34,157.65,4,1360.04,0.387,"Return rate is tracking $317 below forecast for the week. At current trajectory, this represents a $1,360 monthly shortfall — 0.4% below plan. Approximately 4 customers experienced degraded return rate.",0.45328,0.6,0.5,0.9,0.45,0.543648,MEDIUM,159
ANO-20240417-STK,2024-04-17,n_stockouts,2,MEDIUM,2,,0.0,0.0,,,0,,n_stockouts,n_stockouts,,,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.17425,0.29856,0.06953,-0.00695,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] n_stockouts moved nan +nan% on 2024-04-17. Root: n_stockouts (no deeper driver above watch threshold). No external suppression. Fully actionable.,0.0,0.0,1,0.0,0.0,"Stockout count surged +0.0% above forecast. Weekly revenue uplift: +$0 (+$0 monthly, 0.0% above plan). Approximately 1 customers contributed to the uplift.",0.0,0.6,0.5,1.0,1.0,0.45,LOW,178
ANO-20240619-STK,2024-06-19,n_stockouts,2,MEDIUM,2,UP,2.0,0.2857,600.04,2.2678,0,,n_stockouts,n_stockouts,2.2678,UP,0,"avg_discount_pct, inventory_health","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.09633,0.38278,0.15,0.00394,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] n_stockouts moved UP +600.0% on 2024-06-19. Root: n_stockouts (no deeper driver above watch threshold). No external suppression. Fully actionable.,281.17,139.68,4,1205.03,0.3429,"Stockout count is tracking $281 below forecast for the week. At current trajectory, this represents a $1,205 monthly shortfall — 0.3% below plan. Approximately 4 customers experienced degraded stockout count.",0.443757,0.6,0.5,1.0,1.0,0.605315,MEDIUM,122
ANO-20240626-STK,2024-06-26,n_stockouts,2,MEDIUM,2,DOWN,0.0,0.2857,-100.0,-0.5855,0,,n_stockouts,n_stockouts,-0.5855,DOWN,0,bounce_rate,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.21382,0.16615,0.14899,-0.10451,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] n_stockouts moved DOWN -100.0% on 2024-06-26. Root: n_stockouts (no deeper driver above watch threshold). No external suppression. Fully actionable.,-46.86,-23.28,1,-200.83,-0.0571,"Stockout count surged -100.0% above forecast. Weekly revenue uplift: +$47 (+$201 monthly, 0.1% above plan). Approximately 1 customers contributed to the uplift.",0.302752,0.6,0.5,1.0,1.0,0.555963,MEDIUM,152
ANO-20241105-STK,2024-11-05,n_stockouts,2,MEDIUM,2,,0.0,0.0,,,1,bot_traffic_surge,n_stockouts,n_stockouts,,,0,"conversion_rate, n_orders, return_rate, sessions","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.05181,-0.04472,-0.10943,-0.03947,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] n_stockouts moved nan +nan% on 2024-11-05. Root: n_stockouts (no deeper driver above watch threshold). No external suppression. Fully actionable.,0.0,0.0,1,0.0,0.0,"Stockout count surged +0.0% above forecast. Weekly revenue uplift: +$0 (+$0 monthly, 0.0% above plan). Approximately 1 customers contributed to the uplift.",0.0,0.6,0.5,1.0,1.0,0.45,LOW,179
ANO-20241216-STK,2024-12-16,n_stockouts,2,MEDIUM,2,,0.0,0.0,,,0,,n_stockouts,n_stockouts,,,0,"avg_order_value_usd, bounce_rate","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.12788,0.35268,-0.14983,-0.1152,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] n_stockouts moved nan +nan% on 2024-12-16. Root: n_stockouts (no deeper driver above watch threshold). No external suppression. Fully actionable.,0.0,0.0,1,0.0,0.0,"Stockout count surged +0.0% above forecast. Weekly revenue uplift: +$0 (+$0 monthly, 0.0% above plan). Approximately 1 customers contributed to the uplift.",0.0,0.6,0.5,1.0,1.0,0.45,LOW,180
ANO-20240618-AOV,2024-06-18,avg_order_value_usd,2,MEDIUM,2,UP,60.33,57.3743,5.15,2.0612,1,website_outage,avg_order_value_usd,avg_order_value_usd,2.0612,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd",total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.17751,0.36144,0.14997,-0.00756,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_order_value_usd moved UP +5.2% on 2024-06-18. Root: avg_order_value_usd (no deeper driver above watch threshold). No external suppression. Fully actionable.,-4191.3,-2082.16,53,-17962.73,-5.1108,"Average order value surged +5.2% above forecast. Weekly revenue uplift: +$4,191 (+$17,963 monthly, 5.1% above plan). Approximately 53 customers contributed to the uplift.",0.656375,0.6,0.5,1.0,1.0,0.679731,MEDIUM,96
ANO-20240723-AOV,2024-07-23,avg_order_value_usd,2,MEDIUM,2,UP,66.75,65.2829,2.25,1.7004,0,,avg_order_value_usd,avg_order_value_usd,1.7004,UP,0,inventory_health,total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.39181,0.10941,0.12539,-0.0161,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_order_value_usd moved UP +2.2% on 2024-07-23. Root: avg_order_value_usd (no deeper driver above watch threshold). No external suppression. Fully actionable.,-2080.41,-1033.51,26,-8916.03,-2.5368,"Average order value surged +2.2% above forecast. Weekly revenue uplift: +$2,080 (+$8,916 monthly, 2.5% above plan). Approximately 26 customers contributed to the uplift.",0.601253,0.6,0.5,1.0,1.0,0.660439,MEDIUM,100
ANO-20241129-AOV,2024-11-29,avg_order_value_usd,2,MEDIUM,2,UP,213.33,82.3086,159.18,2.2673,1,black_friday_spike,avg_order_value_usd,avg_order_value_usd,2.2673,UP,0,"avg_roas, inventory_health, n_orders, total_revenue_usd",total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.1984,0.05041,-0.14141,-0.04948,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_order_value_usd moved UP +159.2% on 2024-11-29. Root: avg_order_value_usd (no deeper driver above watch threshold). No external suppression. Fully actionable.,-185793.72,-92298.98,2330,-796258.81,-226.5555,"Average order value surged +159.2% above forecast. Weekly revenue uplift: +$185,794 (+$796,259 monthly, 226.6% above plan). Approximately 2,330 customers contributed to the uplift.",0.954756,0.6,0.5,1.0,1.0,0.784165,HIGH,83
