date,method_b_flag,method_b_score,method_b_prediction,in_train_set,top_5_features,anomaly_flag,anomaly_event,anomaly_kpi
2025-03-27,False,-0.11461,1,True,"bounce_rate, avg_session_duration_sec, pages_per_session, consumer_sentiment, total_impressions",0,,
2025-03-28,False,-0.10964,1,True,"total_clicks, economic_index, total_units_sold, consumer_sentiment, pages_per_session",0,,
2025-03-29,False,-0.07692,1,True,"bounce_rate, total_units_sold, economic_index, consumer_sentiment, pages_per_session",0,,
2025-03-30,False,-0.09797,1,True,"n_unique_customers, total_units_sold, consumer_sentiment, economic_index, total_spend_usd",0,,
2025-03-31,False,-0.08889,1,True,"total_units_sold, economic_index, consumer_sentiment, n_reorders, n_orders",0,,
2025-04-01,False,-0.10354,1,True,"total_impressions, consumer_sentiment, economic_index, avg_session_duration_sec, n_unique_customers",0,,
2025-04-02,False,-0.11136,1,True,"total_units_sold, bounce_rate, consumer_sentiment, n_unique_customers, total_impressions",0,,
2025-04-03,False,-0.09758,1,True,"n_unique_customers, pages_per_session, consumer_sentiment, total_stock_on_hand, inventory_health",0,,
2025-04-04,False,-0.12195,1,True,"total_impressions, total_conversions_marketing, consumer_sentiment, total_clicks, economic_index",0,,
2025-04-05,False,-0.0896,1,True,"total_conversions_marketing, n_reorders, total_units_sold, marketing_pressure, conversion_rate",0,,
2025-04-06,False,-0.11066,1,True,"total_clicks, total_spend_usd, bounce_rate, marketing_pressure, conversion_rate",0,,
2025-04-07,False,-0.09594,1,True,"total_units_sold, n_reorders, marketing_pressure, conversion_rate, total_impressions",0,,
2025-04-08,False,-0.11029,1,True,"pages_per_session, n_unique_customers, total_clicks, avg_session_duration_sec, bounce_rate",0,,
2025-04-09,False,-0.06809,1,True,"bounce_rate, total_stock_on_hand, inventory_health, total_conversions_marketing, avg_session_duration_sec",0,,
2025-04-10,False,-0.09808,1,True,"inventory_health, total_stock_on_hand, n_reorders, total_impressions, bounce_rate",0,,
2025-04-11,False,-0.08706,1,True,"total_clicks, total_stock_on_hand, inventory_health, total_impressions, n_unique_customers",0,,
2025-04-12,False,-0.07279,1,True,"total_conversions_marketing, inventory_health, total_stock_on_hand, n_unique_customers, total_attributed_revenue_usd",0,,
2025-04-13,False,-0.08008,1,True,"total_stock_on_hand, inventory_health, marketing_pressure, conversion_rate, total_units_sold",0,,
2025-04-14,False,-0.07899,1,True,"total_stock_on_hand, inventory_health, pages_per_session, economic_index, n_reorders",0,,
2025-04-15,False,-0.09775,1,True,"bounce_rate, n_reorders, total_units_sold, economic_index, total_stock_on_hand",0,,
2025-04-16,False,-0.11665,1,True,"economic_index, total_spend_usd, pages_per_session, n_unique_customers, avg_session_duration_sec",0,,
2025-04-17,False,-0.11429,1,True,"total_units_sold, total_impressions, economic_index, pages_per_session, n_unique_customers",0,,
2025-04-18,False,-0.11081,1,True,"total_impressions, avg_session_duration_sec, total_clicks, total_spend_usd, economic_index",0,,
2025-04-19,False,-0.10345,1,True,"total_units_sold, economic_index, n_orders, avg_order_value_usd, total_impressions",0,,
2025-04-20,False,-0.10654,1,True,"bounce_rate, economic_index, total_clicks, total_conversions_marketing, n_unique_customers",0,,
2025-04-21,False,-0.11635,1,True,"n_unique_customers, economic_index, n_reorders, avg_session_duration_sec, pages_per_session",0,,
2025-04-22,False,-0.11325,1,True,"total_clicks, total_impressions, n_reorders, total_conversions_marketing, total_stock_on_hand",0,,
2025-04-23,False,-0.09844,1,True,"pages_per_session, marketing_pressure, conversion_rate, avg_session_duration_sec, total_units_sold",0,,
2025-04-24,False,-0.12053,1,True,"total_units_sold, avg_session_duration_sec, marketing_pressure, conversion_rate, bounce_rate",0,,
2025-04-25,False,-0.09401,1,True,"total_clicks, total_units_sold, pages_per_session, total_impressions, marketing_pressure",0,,
2025-04-26,False,-0.09223,1,True,"n_reorders, total_units_sold, total_impressions, inventory_health, total_stock_on_hand",0,,
2025-04-27,False,-0.07354,1,True,"avg_session_duration_sec, n_reorders, total_stock_on_hand, inventory_health, marketing_pressure",0,,
2025-04-28,False,-0.08335,1,True,"n_reorders, n_unique_customers, marketing_pressure, conversion_rate, pages_per_session",0,,
2025-04-29,False,-0.12226,1,True,"n_unique_customers, total_impressions, total_stock_on_hand, inventory_health, marketing_pressure",0,,
2025-04-30,False,-0.06104,1,True,"pages_per_session, total_attributed_revenue_usd, avg_roas, total_clicks, total_conversions_marketing",0,,
2025-05-01,False,-0.10687,1,True,"total_units_sold, n_unique_customers, avg_session_duration_sec, marketing_pressure, conversion_rate",0,,
2025-05-02,False,-0.11103,1,True,"marketing_pressure, conversion_rate, pages_per_session, n_unique_customers, total_units_sold",0,,
2025-05-03,False,-0.09785,1,True,"n_reorders, total_clicks, total_units_sold, marketing_pressure, total_conversions_marketing",0,,
2025-05-04,False,-0.07813,1,True,"total_clicks, marketing_pressure, conversion_rate, economic_index, bounce_rate",0,,
2025-05-05,False,-0.09586,1,True,"avg_roas, total_attributed_revenue_usd, pages_per_session, economic_index, total_units_sold",0,,
2025-05-06,False,-0.09938,1,True,"marketing_pressure, conversion_rate, n_reorders, economic_index, n_unique_customers",0,,
2025-05-07,False,-0.07102,1,True,"avg_session_duration_sec, marketing_pressure, conversion_rate, total_units_sold, economic_index",0,,
2025-05-08,False,-0.09251,1,True,"marketing_pressure, conversion_rate, n_unique_customers, pages_per_session, total_conversions_marketing",0,,
2025-05-09,False,-0.05863,1,True,"n_stockouts, bounce_rate, inventory_health, total_stock_on_hand, marketing_pressure",0,,
2025-05-10,False,-0.09748,1,True,"total_impressions, n_unique_customers, marketing_pressure, total_conversions_marketing, conversion_rate",0,,
2025-05-11,False,-0.09576,1,True,"pages_per_session, avg_session_duration_sec, total_impressions, n_reorders, total_stock_on_hand",0,,
2025-05-12,False,-0.11153,1,True,"total_conversions_marketing, total_clicks, total_spend_usd, n_reorders, total_attributed_revenue_usd",0,,
2025-05-13,False,-0.0851,1,True,"bounce_rate, pages_per_session, n_reorders, avg_session_duration_sec, total_clicks",0,,
2025-05-14,False,-0.1047,1,True,"n_reorders, n_unique_customers, total_units_sold, total_impressions, seasonal_index",0,,
2025-05-15,False,-0.07665,1,True,"total_impressions, inventory_health, total_stock_on_hand, pages_per_session, total_clicks",0,,
2025-05-16,False,-0.01015,1,True,"n_stockouts, pages_per_session, total_stock_on_hand, inventory_health, economic_index",0,,
2025-05-17,False,-0.0877,1,True,"avg_session_duration_sec, inventory_health, total_stock_on_hand, pages_per_session, total_units_sold",0,,
2025-05-18,False,-0.08994,1,True,"economic_index, total_impressions, avg_session_duration_sec, total_clicks, seasonal_index",0,,
2025-05-19,False,-0.07434,1,True,"n_reorders, pages_per_session, avg_session_duration_sec, economic_index, seasonal_index",0,,
2025-05-20,False,-0.10479,1,True,"economic_index, seasonal_index, avg_order_value_usd, n_unique_customers, total_attributed_revenue_usd",0,,
2025-05-21,False,-0.07145,1,True,"pages_per_session, economic_index, total_spend_usd, total_units_sold, bounce_rate",0,,
2025-05-22,False,-0.08881,1,True,"economic_index, seasonal_index, n_orders, n_returns, total_stock_on_hand",0,,
2025-05-23,False,-0.0792,1,True,"economic_index, pages_per_session, avg_session_duration_sec, bounce_rate, total_clicks",0,,
2025-05-24,False,-0.05796,1,True,"bounce_rate, economic_index, total_stock_on_hand, inventory_health, seasonal_index",0,,
2025-05-25,True,0.04099,-1,True,"avg_roas, total_attributed_revenue_usd, total_conversions_marketing, bounce_rate, pages_per_session",0,,
2025-05-26,False,-0.11338,1,True,"total_impressions, seasonal_index, economic_index, total_stock_on_hand, inventory_health",0,,
2025-05-27,False,-0.11361,1,True,"bounce_rate, pages_per_session, total_impressions, seasonal_index, economic_index",0,,
2025-05-28,False,-0.09744,1,True,"total_impressions, total_units_sold, bounce_rate, seasonal_index, total_spend_usd",0,,
2025-05-29,False,-0.09969,1,True,"total_units_sold, economic_index, total_clicks, seasonal_index, total_conversions_marketing",0,,
2025-05-30,False,-0.09243,1,True,"total_clicks, n_unique_customers, total_units_sold, avg_session_duration_sec, avg_roas",0,,
2025-05-31,False,-0.08131,1,True,"bounce_rate, economic_index, seasonal_index, avg_roas, total_attributed_revenue_usd",0,,
2025-06-01,False,-0.07287,1,True,"n_unique_customers, inventory_health, total_stock_on_hand, economic_index, n_orders",0,,
2025-06-02,False,-0.08593,1,True,"n_unique_customers, marketing_pressure, conversion_rate, inventory_health, total_stock_on_hand",0,,
2025-06-03,False,-0.09991,1,True,"marketing_pressure, conversion_rate, total_units_sold, seasonal_index, n_orders",0,,
2025-06-04,False,-0.04126,1,True,"total_attributed_revenue_usd, avg_roas, marketing_pressure, total_conversions_marketing, conversion_rate",0,,
2025-06-05,False,-0.09384,1,True,"marketing_pressure, conversion_rate, total_units_sold, seasonal_index, avg_session_duration_sec",0,,
2025-06-06,False,-0.09724,1,True,"marketing_pressure, conversion_rate, seasonal_index, n_orders, conversions_web",0,,
2025-06-07,False,-0.06771,1,True,"marketing_pressure, conversion_rate, pages_per_session, seasonal_index, bounce_rate",0,,
2025-06-08,False,-0.09778,1,True,"n_reorders, marketing_pressure, conversion_rate, seasonal_index, total_impressions",0,,
2025-06-09,False,-0.04855,1,True,"avg_roas, total_attributed_revenue_usd, total_clicks, pages_per_session, total_impressions",0,,
2025-06-10,False,-0.1061,1,True,"consumer_sentiment, inventory_health, total_stock_on_hand, seasonal_index, avg_session_duration_sec",0,,
2025-06-11,False,-0.1098,1,True,"consumer_sentiment, seasonal_index, total_spend_usd, economic_index, n_returns",0,,
2025-06-12,False,-0.10402,1,True,"pages_per_session, seasonal_index, total_units_sold, n_reorders, bounce_rate",0,,
2025-06-13,False,-0.1199,1,True,"seasonal_index, economic_index, n_unique_customers, pages_per_session, total_stock_on_hand",0,,
2025-06-14,False,-0.06812,1,True,"economic_index, total_impressions, inventory_health, total_stock_on_hand, seasonal_index",1,fraud_attack,refunds
2025-06-15,False,-0.0958,1,True,"economic_index, seasonal_index, n_reorders, n_returns, n_orders",0,,
2025-06-16,False,-0.04265,1,True,"n_stockouts, economic_index, bounce_rate, inventory_health, total_stock_on_hand",0,,
2025-06-17,False,-0.06945,1,True,"avg_session_duration_sec, economic_index, seasonal_index, total_stock_on_hand, inventory_health",0,,
2025-06-18,False,-0.08685,1,True,"economic_index, n_unique_customers, seasonal_index, total_units_sold, total_clicks",0,,
2025-06-19,False,-0.10617,1,True,"seasonal_index, economic_index, total_units_sold, marketing_pressure, conversion_rate",0,,
2025-06-20,False,-0.0895,1,True,"avg_session_duration_sec, total_units_sold, seasonal_index, total_spend_usd, economic_index",0,,
2025-06-21,False,-0.08393,1,True,"total_clicks, n_unique_customers, bounce_rate, seasonal_index, economic_index",0,,
2025-06-22,False,-0.06977,1,True,"n_reorders, inventory_health, total_stock_on_hand, bounce_rate, seasonal_index",0,,
2025-06-23,False,-0.08418,1,True,"n_unique_customers, avg_session_duration_sec, total_units_sold, total_clicks, seasonal_index",0,,
2025-06-24,False,-0.10683,1,True,"avg_session_duration_sec, pages_per_session, seasonal_index, total_impressions, total_clicks",0,,
2025-06-25,False,-0.10232,1,True,"marketing_pressure, conversion_rate, total_stock_on_hand, inventory_health, seasonal_index",0,,
2025-06-26,False,-0.10102,1,True,"pages_per_session, inventory_health, total_stock_on_hand, seasonal_index, total_spend_usd",0,,
2025-06-27,False,-0.08212,1,True,"avg_session_duration_sec, total_impressions, total_clicks, marketing_pressure, conversion_rate",0,,
2025-06-28,False,-0.07955,1,True,"bounce_rate, avg_session_duration_sec, marketing_pressure, conversion_rate, total_impressions",0,,
2025-06-29,False,-0.07619,1,True,"bounce_rate, inventory_health, total_stock_on_hand, total_units_sold, marketing_pressure",0,,
2025-06-30,False,-0.06836,1,True,"n_unique_customers, pages_per_session, total_stock_on_hand, inventory_health, economic_index",0,,
2025-07-01,False,-0.06054,1,True,"total_units_sold, inventory_health, total_stock_on_hand, avg_roas, economic_index",0,,
2025-07-02,False,-0.0919,1,True,"total_attributed_revenue_usd, avg_roas, bounce_rate, seasonal_index, pages_per_session",0,,
2025-07-03,False,-0.10744,1,True,"seasonal_index, n_unique_customers, total_attributed_revenue_usd, avg_roas, total_conversions_marketing",0,,
2025-07-04,False,-0.09877,1,True,"total_conversions_marketing, n_reorders, seasonal_index, total_clicks, bounce_rate",0,,
2025-07-05,False,-0.09181,1,True,"avg_session_duration_sec, n_reorders, pages_per_session, bounce_rate, seasonal_index",0,,
2025-07-06,False,-0.09203,1,True,"avg_session_duration_sec, economic_index, seasonal_index, bounce_rate, n_reorders",0,,
2025-07-07,False,-0.037,1,True,"total_attributed_revenue_usd, avg_roas, total_conversions_marketing, bounce_rate, pages_per_session",0,,
2025-07-08,False,-0.08483,1,True,"economic_index, n_unique_customers, seasonal_index, n_orders, total_conversions_marketing",0,,
2025-07-09,False,-0.0706,1,True,"economic_index, n_unique_customers, seasonal_index, n_orders, total_spend_usd",0,,
2025-07-10,False,-0.08262,1,True,"total_attributed_revenue_usd, avg_roas, total_conversions_marketing, economic_index, seasonal_index",0,,
2025-07-11,False,-0.08138,1,True,"bounce_rate, pages_per_session, n_unique_customers, economic_index, seasonal_index",0,,
2025-07-12,False,-0.09526,1,True,"consumer_sentiment, n_unique_customers, total_impressions, seasonal_index, inventory_health",0,,
2025-07-13,False,-0.09909,1,True,"n_reorders, consumer_sentiment, bounce_rate, seasonal_index, total_units_sold",0,,
2025-07-14,False,-0.10076,1,True,"marketing_pressure, conversion_rate, seasonal_index, n_reorders, consumer_sentiment",0,,
2025-07-15,False,-0.09831,1,True,"consumer_sentiment, total_clicks, pages_per_session, n_unique_customers, seasonal_index",0,,
2025-07-16,False,-0.09607,1,True,"n_unique_customers, consumer_sentiment, seasonal_index, total_clicks, avg_session_duration_sec",0,,
2025-07-17,False,-0.11545,1,True,"pages_per_session, consumer_sentiment, seasonal_index, total_units_sold, marketing_pressure",0,,
2025-07-18,False,-0.0973,1,True,"total_units_sold, total_impressions, pages_per_session, seasonal_index, consumer_sentiment",0,,
2025-07-19,False,-0.09247,1,True,"n_unique_customers, marketing_pressure, consumer_sentiment, conversion_rate, seasonal_index",0,,
2025-07-20,False,-0.1055,1,True,"total_impressions, total_units_sold, bounce_rate, total_conversions_marketing, seasonal_index",0,,
2025-07-21,False,-0.11793,1,True,"avg_session_duration_sec, consumer_sentiment, pages_per_session, seasonal_index, n_returns",0,,
2025-07-22,False,-0.09073,1,True,"total_clicks, total_spend_usd, total_stock_on_hand, inventory_health, pages_per_session",0,,
2025-07-23,False,-0.10976,1,True,"inventory_health, total_stock_on_hand, bounce_rate, total_units_sold, seasonal_index",0,,
2025-07-24,False,-0.09402,1,True,"total_conversions_marketing, total_units_sold, total_impressions, n_unique_customers, n_reorders",0,,
2025-07-25,False,-0.10649,1,True,"total_clicks, seasonal_index, consumer_sentiment, bounce_rate, avg_session_duration_sec",0,,
2025-07-26,False,-0.04896,1,True,"total_conversions_marketing, total_clicks, avg_session_duration_sec, total_impressions, total_attributed_revenue_usd",0,,
2025-07-27,False,-0.12441,1,True,"pages_per_session, n_reorders, seasonal_index, avg_roas, total_spend_usd",0,,
2025-07-28,False,-0.09169,1,True,"bounce_rate, n_unique_customers, total_stock_on_hand, inventory_health, economic_index",0,,
2025-07-29,False,-0.08272,1,True,"total_stock_on_hand, inventory_health, pages_per_session, n_reorders, total_clicks",0,,
2025-07-30,False,-0.08846,1,True,"bounce_rate, inventory_health, total_stock_on_hand, total_impressions, economic_index",0,,
2025-07-31,False,-0.10182,1,True,"n_unique_customers, total_impressions, economic_index, seasonal_index, total_stock_on_hand",0,,
2025-08-01,False,-0.09421,1,True,"n_unique_customers, total_clicks, total_impressions, avg_session_duration_sec, economic_index",0,,
2025-08-02,False,-0.11148,1,True,"total_stock_on_hand, inventory_health, pages_per_session, economic_index, seasonal_index",0,,
2025-08-03,False,-0.09589,1,True,"total_clicks, inventory_health, total_stock_on_hand, economic_index, total_impressions",0,,
2025-08-04,False,-0.09575,1,True,"economic_index, pages_per_session, n_orders, total_impressions, n_returns",0,,
2025-08-05,False,-0.10499,1,True,"pages_per_session, economic_index, avg_session_duration_sec, total_spend_usd, total_units_sold",0,,
2025-08-06,False,-0.11124,1,True,"total_spend_usd, avg_session_duration_sec, n_reorders, total_conversions_marketing, inventory_health",0,,
2025-08-07,False,-0.11727,1,False,"total_units_sold, total_impressions, bounce_rate, total_clicks, seasonal_index",0,,
2025-08-08,False,-0.07871,1,False,"total_impressions, total_units_sold, n_orders, avg_session_duration_sec, n_unique_customers",0,,
2025-08-09,False,-0.09851,1,False,"n_unique_customers, total_impressions, n_orders, total_clicks, economic_index",0,,
2025-08-10,False,-0.05206,1,False,"total_impressions, n_unique_customers, economic_index, n_orders, bounce_rate",0,,
2025-08-11,False,-0.06098,1,False,"n_unique_customers, total_spend_usd, total_impressions, n_orders, economic_index",0,,
2025-08-12,False,-0.07764,1,False,"n_unique_customers, total_units_sold, bounce_rate, pages_per_session, economic_index",0,,
2025-08-13,False,-0.08992,1,False,"n_unique_customers, total_spend_usd, consumer_sentiment, avg_session_duration_sec, total_attributed_revenue_usd",0,,
2025-08-14,False,-0.1075,1,False,"bounce_rate, pages_per_session, total_clicks, n_reorders, consumer_sentiment",0,,
2025-08-15,False,-0.10764,1,False,"total_attributed_revenue_usd, total_conversions_marketing, avg_roas, pages_per_session, consumer_sentiment",0,,
2025-08-16,False,-0.10185,1,False,"n_reorders, consumer_sentiment, total_impressions, return_rate, inventory_health",0,,
2025-08-17,False,-0.03134,1,False,"n_stockouts, total_stock_on_hand, inventory_health, n_orders, bounce_rate",0,,
2025-08-18,False,-0.06339,1,False,"avg_session_duration_sec, total_conversions_marketing, total_units_sold, total_clicks, total_spend_usd",0,,
2025-08-19,False,-0.05753,1,False,"total_attributed_revenue_usd, avg_roas, total_conversions_marketing, avg_session_duration_sec, pages_per_session",0,,
2025-08-20,False,-0.0969,1,False,"avg_session_duration_sec, economic_index, n_orders, consumer_sentiment, bounce_rate",0,,
2025-08-21,False,-0.06281,1,False,"total_conversions_marketing, total_units_sold, economic_index, consumer_sentiment, total_impressions",0,,
2025-08-22,False,-0.10015,1,False,"consumer_sentiment, bounce_rate, economic_index, avg_session_duration_sec, total_stock_on_hand",0,,
2025-08-23,False,-0.08217,1,False,"economic_index, bounce_rate, total_units_sold, consumer_sentiment, inventory_health",0,,
2025-08-24,False,-0.08194,1,False,"consumer_sentiment, bounce_rate, economic_index, total_units_sold, total_conversions_marketing",0,,
2025-08-25,False,-0.10161,1,False,"consumer_sentiment, economic_index, return_rate, n_unique_customers, avg_session_duration_sec",0,,
2025-08-26,False,-0.09602,1,False,"consumer_sentiment, total_units_sold, pages_per_session, total_stock_on_hand, inventory_health",0,,
2025-08-27,False,-0.07754,1,False,"consumer_sentiment, avg_session_duration_sec, return_rate, marketing_pressure, n_reorders",0,,
2025-08-28,False,-0.0708,1,False,"avg_session_duration_sec, marketing_pressure, conversion_rate, total_attributed_revenue_usd, avg_roas",0,,
2025-08-29,False,-0.04414,1,False,"n_reorders, marketing_pressure, conversion_rate, total_clicks, bounce_rate",0,,
2025-08-30,False,-0.05244,1,False,"total_attributed_revenue_usd, avg_roas, marketing_pressure, conversion_rate, total_conversions_marketing",0,,
2025-08-31,False,-0.08232,1,False,"avg_roas, total_attributed_revenue_usd, marketing_pressure, conversion_rate, consumer_sentiment",0,,
2025-09-01,False,-0.07773,1,False,"bounce_rate, pages_per_session, n_unique_customers, consumer_sentiment, total_units_sold",0,,
2025-09-02,False,-0.11418,1,False,"avg_session_duration_sec, pages_per_session, marketing_pressure, conversion_rate, total_impressions",0,,
2025-09-03,False,-0.07357,1,False,"total_clicks, total_impressions, n_reorders, avg_session_duration_sec, marketing_pressure",0,,
2025-09-04,False,-0.07748,1,False,"total_conversions_marketing, avg_session_duration_sec, avg_roas, total_attributed_revenue_usd, marketing_pressure",0,,
2025-09-05,False,-0.11155,1,False,"total_spend_usd, marketing_pressure, conversion_rate, consumer_sentiment, n_unique_customers",0,,
2025-09-06,False,-0.11986,1,False,"pages_per_session, total_conversions_marketing, total_spend_usd, consumer_sentiment, total_clicks",0,,
2025-09-07,False,-0.11145,1,False,"total_spend_usd, avg_session_duration_sec, total_units_sold, pages_per_session, consumer_sentiment",0,,
2025-09-08,False,-0.11089,1,False,"total_units_sold, consumer_sentiment, avg_session_duration_sec, n_reorders, inventory_health",0,,
2025-09-09,False,-0.0671,1,False,"bounce_rate, inventory_health, total_stock_on_hand, consumer_sentiment, total_units_sold",0,,
2025-09-10,False,-0.06844,1,False,"pages_per_session, consumer_sentiment, total_stock_on_hand, inventory_health, total_clicks",0,,
2025-09-11,False,-0.03095,1,False,"n_stockouts, pages_per_session, consumer_sentiment, inventory_health, total_stock_on_hand",0,,
2025-09-12,False,-0.07997,1,False,"consumer_sentiment, bounce_rate, total_impressions, inventory_health, total_stock_on_hand",0,,
2025-09-13,False,-0.08696,1,False,"consumer_sentiment, avg_session_duration_sec, return_rate, total_units_sold, n_unique_customers",0,,
2025-09-14,False,-0.07669,1,False,"consumer_sentiment, bounce_rate, pages_per_session, n_returns, total_units_sold",0,,
2025-09-15,False,-0.11797,1,False,"consumer_sentiment, total_conversions_marketing, avg_session_duration_sec, n_returns, inventory_health",0,,
2025-09-16,False,-0.11229,1,False,"consumer_sentiment, total_clicks, total_spend_usd, total_conversions_marketing, total_attributed_revenue_usd",0,,
2025-09-17,True,0.02889,-1,False,"unique_visitors, sessions, conversions_web, consumer_sentiment, return_rate",1,bot_traffic_surge,sessions
2025-09-18,False,-0.07771,1,False,"n_reorders, total_clicks, consumer_sentiment, total_conversions_marketing, return_rate",0,,
2025-09-19,False,-0.07916,1,False,"consumer_sentiment, bounce_rate, inventory_health, total_stock_on_hand, return_rate",0,,
2025-09-20,False,-0.00974,1,False,"avg_roas, total_attributed_revenue_usd, total_stock_on_hand, inventory_health, total_clicks",0,,
2025-09-21,False,-0.08966,1,False,"consumer_sentiment, inventory_health, total_stock_on_hand, total_units_sold, return_rate",0,,
2025-09-22,False,-0.07679,1,False,"consumer_sentiment, total_impressions, inventory_health, total_stock_on_hand, avg_roas",0,,
2025-09-23,False,-0.06459,1,False,"consumer_sentiment, n_unique_customers, total_units_sold, marketing_pressure, conversion_rate",0,,
2025-09-24,True,0.01999,-1,False,"total_attributed_revenue_usd, avg_roas, total_conversions_marketing, avg_discount_pct, bounce_rate",0,,
2025-09-25,True,0.0067,-1,False,"total_attributed_revenue_usd, avg_roas, avg_discount_pct, total_conversions_marketing, marketing_pressure",0,,
2025-09-26,False,-0.04428,1,False,"inventory_health, total_stock_on_hand, total_spend_usd, total_clicks, avg_discount_pct",0,,
2025-09-27,False,-0.06969,1,False,"avg_session_duration_sec, total_impressions, total_units_sold, inventory_health, total_stock_on_hand",0,,
2025-09-28,False,-0.07693,1,False,"n_reorders, total_stock_on_hand, inventory_health, consumer_sentiment, total_spend_usd",0,,
2025-09-29,False,-0.08562,1,False,"total_impressions, pages_per_session, avg_session_duration_sec, bounce_rate, total_clicks",0,,
2025-09-30,False,-0.11507,1,False,"total_spend_usd, n_unique_customers, total_impressions, consumer_sentiment, n_reorders",0,,
2025-10-01,False,-0.10581,1,False,"n_reorders, avg_session_duration_sec, total_units_sold, total_impressions, consumer_sentiment",0,,
2025-10-02,False,-0.09879,1,False,"avg_session_duration_sec, total_units_sold, total_impressions, n_returns, economic_index",0,,
2025-10-03,False,-0.13193,1,False,"avg_session_duration_sec, consumer_sentiment, n_reorders, avg_discount_pct, unique_visitors",0,,
2025-10-04,False,-0.11697,1,False,"consumer_sentiment, pages_per_session, bounce_rate, marketing_pressure, conversion_rate",0,,
2025-10-05,False,-0.09568,1,False,"pages_per_session, avg_session_duration_sec, total_units_sold, n_orders, marketing_pressure",0,,
2025-10-06,False,-0.10403,1,False,"n_reorders, total_impressions, pages_per_session, marketing_pressure, conversion_rate",0,,
2025-10-07,False,-0.1067,1,False,"n_unique_customers, avg_session_duration_sec, marketing_pressure, conversion_rate, n_orders",0,,
2025-10-08,False,-0.11479,1,False,"pages_per_session, total_conversions_marketing, total_units_sold, n_returns, marketing_pressure",0,,
2025-10-09,False,-0.12045,1,False,"pages_per_session, economic_index, bounce_rate, avg_session_duration_sec, total_spend_usd",0,,
2025-10-10,False,-0.08894,1,False,"total_units_sold, total_clicks, avg_roas, total_attributed_revenue_usd, economic_index",0,,
2025-10-11,False,-0.0733,1,False,"n_reorders, total_clicks, economic_index, total_units_sold, total_impressions",0,,
2025-10-12,False,-0.09054,1,False,"bounce_rate, economic_index, total_spend_usd, pages_per_session, avg_session_duration_sec",0,,
2025-10-13,False,-0.0913,1,False,"total_impressions, avg_session_duration_sec, total_units_sold, total_spend_usd, bounce_rate",0,,
2025-10-14,False,-0.11614,1,False,"total_impressions, inventory_health, total_stock_on_hand, bounce_rate, total_clicks",0,,
2025-10-15,False,-0.11135,1,False,"n_reorders, total_impressions, n_unique_customers, avg_roas, total_attributed_revenue_usd",0,,
2025-10-16,False,-0.13707,1,False,"total_impressions, total_clicks, total_spend_usd, seasonal_index, total_conversions_marketing",0,,
2025-10-17,False,-0.09935,1,False,"n_reorders, pages_per_session, total_clicks, total_conversions_marketing, seasonal_index",0,,
2025-10-18,False,-0.08156,1,False,"pages_per_session, avg_session_duration_sec, n_unique_customers, n_reorders, total_impressions",0,,
2025-10-19,False,-0.11896,1,False,"avg_roas, total_attributed_revenue_usd, total_impressions, seasonal_index, avg_session_duration_sec",0,,
2025-10-20,False,-0.07026,1,False,"n_stockouts, pages_per_session, total_units_sold, inventory_health, total_stock_on_hand",0,,
2025-10-21,False,-0.1128,1,False,"avg_session_duration_sec, total_clicks, n_unique_customers, total_conversions_marketing, seasonal_index",0,,
2025-10-22,False,-0.11224,1,False,"total_units_sold, total_spend_usd, avg_session_duration_sec, total_attributed_revenue_usd, avg_roas",0,,
2025-10-23,False,-0.07374,1,False,"total_clicks, total_attributed_revenue_usd, avg_session_duration_sec, avg_roas, total_impressions",0,,
2025-10-24,False,-0.05812,1,False,"avg_roas, total_attributed_revenue_usd, total_conversions_marketing, bounce_rate, total_clicks",0,,
2025-10-25,False,-0.10514,1,False,"total_units_sold, economic_index, seasonal_index, total_clicks, n_orders",0,,
2025-10-26,False,-0.07752,1,False,"economic_index, total_units_sold, bounce_rate, n_unique_customers, total_spend_usd",0,,
2025-10-27,False,-0.09064,1,False,"economic_index, total_impressions, total_conversions_marketing, total_spend_usd, total_attributed_revenue_usd",0,,
2025-10-28,False,-0.07653,1,False,"avg_session_duration_sec, economic_index, bounce_rate, seasonal_index, consumer_sentiment",0,,
2025-10-29,False,-0.08045,1,False,"total_impressions, n_unique_customers, economic_index, total_clicks, total_spend_usd",0,,
2025-10-30,False,-0.09299,1,False,"total_units_sold, consumer_sentiment, economic_index, seasonal_index, n_unique_customers",0,,
2025-10-31,False,-0.09215,1,False,"n_unique_customers, economic_index, total_stock_on_hand, inventory_health, n_orders",0,,
2025-11-01,False,-0.1057,1,False,"economic_index, total_conversions_marketing, total_impressions, seasonal_index, pages_per_session",0,,
2025-11-02,False,-0.07003,1,False,"economic_index, pages_per_session, total_stock_on_hand, inventory_health, n_reorders",0,,
2025-11-03,False,-0.04234,1,False,"economic_index, avg_session_duration_sec, total_units_sold, n_reorders, seasonal_index",0,,
2025-11-04,False,-0.05351,1,False,"economic_index, avg_discount_pct, marketing_pressure, conversion_rate, bounce_rate",0,,
2025-11-05,False,-0.01658,1,False,"consumer_sentiment, avg_session_duration_sec, inventory_health, total_stock_on_hand, avg_discount_pct",0,,
2025-11-06,False,-0.04068,1,False,"consumer_sentiment, economic_index, n_returns, return_rate, total_conversions_marketing",0,,
2025-11-07,False,-0.01082,1,False,"consumer_sentiment, avg_session_duration_sec, total_impressions, total_conversions_marketing, total_clicks",0,,
