anomaly_id,date,kpi,tier,severity,votes,direction,actual_value,expected_value,deviation_pct,z_score,anomaly_flag,anomaly_event,dependency_chain,suspected_driver_kpi,driver_z_score,driver_direction,graph_depth_reached,co_anomalous_kpis,affected_tier1_kpis,root_cause_confidence,confidence_tier,ci_ran,ci_relative_effect_pct,ci_effect_significant,ci_confidence,dw_ran,dw_treatment,dw_effect_pct,dw_refutation_passed,dw_p_value,is_externally_driven,external_driver_type,external_driver_detail,snap_economic_index,snap_marketing_pressure,snap_seasonal_index,snap_consumer_sentiment,actionability_score,actionability_label,escalation_suppressed,suppression_reason,rca_completeness_score,layer4_priority_flag,rca_narrative
ANO-20241202-AOV,2024-12-02,avg_order_value_usd,2,MEDIUM,2,UP,128.65,92.7557,38.7,0.6107,1,cyber_monday_halo,avg_order_value_usd,avg_order_value_usd,0.6107,UP,0,,total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.20865,0.06738,-0.14381,-0.06632,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_order_value_usd moved UP +38.7% on 2024-12-02. Root: avg_order_value_usd (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20251128-AOV,2025-11-28,avg_order_value_usd,2,MEDIUM,2,UP,212.66,77.7343,173.57,2.2677,1,black_friday_spike,avg_order_value_usd,avg_order_value_usd,2.2677,UP,0,"n_orders, total_clicks, total_revenue_usd",total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.03214,-0.03777,-0.13961,-0.02767,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_order_value_usd moved UP +173.6% on 2025-11-28. Root: avg_order_value_usd (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240626-BNC,2024-06-26,bounce_rate,2,MEDIUM,2,UP,0.471,0.417,12.95,1.7726,0,,bounce_rate,bounce_rate,1.7726,UP,0,,"conversion_rate, n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.21382,0.16615,0.14899,-0.10451,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] bounce_rate moved UP +12.9% on 2024-06-26. Root: bounce_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240710-BNC,2024-07-10,bounce_rate,2,MEDIUM,2,DOWN,0.364,0.4069,-10.54,-1.197,1,marketing_tracking_outage,bounce_rate,bounce_rate,-1.197,DOWN,0,"avg_order_value_usd, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.22912,0.19001,0.14053,-0.09521,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] bounce_rate moved DOWN -10.5% on 2024-07-10. Root: bounce_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241105-BNC,2024-11-05,bounce_rate,2,MEDIUM,2,UP,0.457,0.425,7.53,1.4249,1,bot_traffic_surge,bounce_rate,bounce_rate,1.4249,UP,0,"conversion_rate, n_orders, return_rate, sessions","conversion_rate, n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.05181,-0.04472,-0.10943,-0.03947,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] bounce_rate moved UP +7.5% on 2024-11-05. Root: bounce_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250127-BNC,2025-01-27,bounce_rate,2,MEDIUM,2,UP,0.475,0.428,10.98,1.4548,0,,bounce_rate,bounce_rate,1.4548,UP,0,"n_stockouts, total_clicks","conversion_rate, n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.08221,0.29612,-0.11864,-0.15758,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] bounce_rate moved UP +11.0% on 2025-01-27. Root: bounce_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250204-BNC,2025-02-04,bounce_rate,2,MEDIUM,2,UP,0.478,0.3959,20.74,1.6541,0,,bounce_rate,bounce_rate,1.6541,UP,0,avg_order_value_usd,"conversion_rate, n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.02153,0.39699,-0.10492,-0.0973,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] bounce_rate moved UP +20.7% on 2025-02-04. Root: bounce_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240417-CLK,2024-04-17,total_clicks,3,LOW,2,UP,52873.0,46749.8571,13.1,0.2691,0,,total_clicks,total_clicks,0.2691,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd",avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.17425,0.29856,0.06953,-0.00695,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved UP +13.1% on 2024-04-17. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240618-CLK,2024-06-18,total_clicks,3,LOW,2,UP,60397.0,60313.8571,0.14,0.0035,1,website_outage,total_clicks,total_clicks,0.0035,UP,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, sessions, total_revenue_usd",avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.17751,0.36144,0.14997,-0.00756,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved UP +0.1% on 2024-06-18. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240619-CLK,2024-06-19,total_clicks,3,LOW,2,UP,92079.0,64726.7143,42.26,1.0256,0,,total_clicks,total_clicks,1.0256,UP,0,"avg_discount_pct, inventory_health, n_stockouts",avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.09633,0.38278,0.15,0.00394,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved UP +42.3% on 2024-06-19. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240620-CLK,2024-06-20,total_clicks,3,LOW,2,DOWN,50563.0,60099.1429,-15.87,-0.37,0,,total_clicks,total_clicks,-0.37,DOWN,0,,avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.06756,0.45172,0.14999,0.02963,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved DOWN -15.9% on 2024-06-20. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240621-CLK,2024-06-21,total_clicks,3,LOW,2,DOWN,25713.0,52854.4286,-51.35,-0.9873,0,,total_clicks,total_clicks,-0.9873,DOWN,0,,avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.10159,0.26754,0.14993,0.00869,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved DOWN -51.4% on 2024-06-21. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240622-CLK,2024-06-22,total_clicks,3,LOW,2,DOWN,33901.0,55355.8571,-38.76,-0.8858,0,,total_clicks,total_clicks,-0.8858,DOWN,0,"avg_order_value_usd, inventory_health",avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.19968,0.26634,0.14983,-0.00467,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved DOWN -38.8% on 2024-06-22. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240626-CLK,2024-06-26,total_clicks,3,LOW,2,DOWN,16286.0,49012.4286,-66.77,-0.9567,0,,total_clicks,total_clicks,-0.9567,DOWN,0,bounce_rate,avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.21382,0.16615,0.14899,-0.10451,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved DOWN -66.8% on 2024-06-26. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240711-CLK,2024-07-11,total_clicks,3,LOW,2,UP,86778.0,65509.0,32.47,0.8134,0,,total_clicks,total_clicks,0.8134,UP,0,"avg_order_value_usd, return_rate, total_revenue_usd",avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.23702,0.22409,0.13961,-0.13685,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved UP +32.5% on 2024-07-11. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240723-CLK,2024-07-23,total_clicks,3,LOW,2,DOWN,18244.0,59434.0,-69.3,-1.0362,0,,total_clicks,total_clicks,-1.0362,DOWN,0,"avg_order_value_usd, inventory_health",avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.39181,0.10941,0.12539,-0.0161,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved DOWN -69.3% on 2024-07-23. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241105-CLK,2024-11-05,total_clicks,3,LOW,2,DOWN,28260.0,44354.7143,-36.29,-0.6737,1,bot_traffic_surge,total_clicks,total_clicks,-0.6737,DOWN,0,"conversion_rate, n_orders, return_rate, sessions",avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.05181,-0.04472,-0.10943,-0.03947,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved DOWN -36.3% on 2024-11-05. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241129-CLK,2024-11-29,total_clicks,3,LOW,2,UP,98028.0,66290.5714,47.88,0.7283,1,black_friday_spike,total_clicks,total_clicks,0.7283,UP,0,"avg_order_value_usd, avg_roas, inventory_health, n_orders, total_revenue_usd",avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.1984,0.05041,-0.14141,-0.04948,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved UP +47.9% on 2024-11-29. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241202-CLK,2024-12-02,total_clicks,3,LOW,2,UP,103765.0,71136.5714,45.87,0.837,1,cyber_monday_halo,total_clicks,total_clicks,0.837,UP,0,,avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.20865,0.06738,-0.14381,-0.06632,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved UP +45.9% on 2024-12-02. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241214-CLK,2024-12-14,total_clicks,3,LOW,2,UP,89288.0,56378.2857,58.37,1.9888,0,,total_clicks,total_clicks,1.9888,UP,0,"avg_discount_pct, conversion_rate, inventory_health, n_orders, sessions, total_revenue_usd",avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.10494,0.38398,-0.1495,-0.13445,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved UP +58.4% on 2024-12-14. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250126-CLK,2025-01-26,total_clicks,3,LOW,2,DOWN,29028.0,48023.4286,-39.55,-0.8499,0,,total_clicks,total_clicks,-0.8499,DOWN,0,"avg_order_value_usd, bounce_rate",avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.15766,0.2559,-0.1202,-0.15726,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved DOWN -39.5% on 2025-01-26. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250127-CLK,2025-01-27,total_clicks,3,LOW,2,UP,113223.0,59875.0,89.1,1.6941,0,,total_clicks,total_clicks,1.6941,UP,0,n_stockouts,avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.08221,0.29612,-0.11864,-0.15758,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved UP +89.1% on 2025-01-27. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250128-CLK,2025-01-28,total_clicks,3,LOW,2,DOWN,31700.0,52425.4286,-39.53,-0.6677,0,,total_clicks,total_clicks,-0.6677,DOWN,0,return_rate,avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.09876,0.33782,-0.11704,-0.23,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved DOWN -39.5% on 2025-01-28. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250130-CLK,2025-01-30,total_clicks,3,LOW,2,DOWN,43083.0,48825.2857,-11.76,-0.1887,0,,total_clicks,total_clicks,-0.1887,DOWN,0,,avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.11527,0.53216,-0.11375,-0.21728,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved DOWN -11.8% on 2025-01-30. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250131-CLK,2025-01-31,total_clicks,3,LOW,2,UP,95828.0,58922.4286,62.63,1.1218,0,,total_clicks,total_clicks,1.1218,UP,0,avg_roas,avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.08003,0.52883,-0.11205,-0.17348,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved UP +62.6% on 2025-01-31. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250201-CLK,2025-02-01,total_clicks,3,LOW,2,UP,72679.0,63347.1429,14.73,0.2891,0,,total_clicks,total_clicks,0.2891,UP,0,,avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.15255,0.46134,-0.11031,-0.10342,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved UP +14.7% on 2025-02-01. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250202-CLK,2025-02-02,total_clicks,3,LOW,2,UP,70619.0,69288.7143,1.92,0.0467,0,,total_clicks,total_clicks,0.0467,UP,0,,avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.11115,0.42484,-0.10855,-0.07824,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved UP +1.9% on 2025-02-02. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250204-CLK,2025-02-04,total_clicks,3,LOW,2,DOWN,60780.0,62088.1429,-2.11,-0.064,0,,total_clicks,total_clicks,-0.064,DOWN,0,"avg_order_value_usd, bounce_rate",avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.02153,0.39699,-0.10492,-0.0973,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved DOWN -2.1% on 2025-02-04. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250924-CLK,2025-09-24,total_clicks,3,LOW,2,UP,93154.0,75485.0,23.41,0.6928,0,,total_clicks,total_clicks,0.6928,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions",avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.02496,0.23933,-0.01161,0.15425,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved UP +23.4% on 2025-09-24. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250925-CLK,2025-09-25,total_clicks,3,LOW,2,UP,74788.0,70625.4286,5.89,0.1989,0,,total_clicks,total_clicks,0.1989,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions",avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.02264,0.31272,-0.01418,0.12496,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved UP +5.9% on 2025-09-25. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20251128-CLK,2025-11-28,total_clicks,3,LOW,2,DOWN,22968.0,63503.5714,-63.83,-1.8655,1,black_friday_spike,total_clicks,total_clicks,-1.8655,DOWN,0,"avg_order_value_usd, n_orders, total_revenue_usd",avg_roas,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.03214,-0.03777,-0.13961,-0.02767,1.0,HIGH,False,,0,MONITOR,[LOW] total_clicks moved DOWN -63.8% on 2025-11-28. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240417-SES,2024-04-17,sessions,3,LOW,2,UP,9711.0,8732.7143,11.2,1.8606,0,,sessions,sessions,1.8606,UP,0,"avg_discount_pct, conversion_rate, n_orders, total_revenue_usd","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.17425,0.29856,0.06953,-0.00695,1.0,HIGH,False,,0,MONITOR,[LOW] sessions moved UP +11.2% on 2024-04-17. Root: sessions (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240618-SES,2024-06-18,sessions,3,LOW,2,DOWN,3053.0,7758.1429,-60.65,-2.2609,1,website_outage,sessions,sessions,-2.2609,DOWN,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, total_revenue_usd","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.17751,0.36144,0.14997,-0.00756,1.0,HIGH,False,,0,MONITOR,[LOW] sessions moved DOWN -60.6% on 2024-06-18. Root: sessions (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240620-SES,2024-06-20,sessions,3,LOW,2,UP,10522.0,8292.4286,26.89,0.9039,0,,sessions,sessions,0.9039,UP,0,,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.06756,0.45172,0.14999,0.02963,1.0,HIGH,False,,0,MONITOR,[LOW] sessions moved UP +26.9% on 2024-06-20. Root: sessions (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240820-SES,2024-08-20,sessions,3,LOW,2,UP,9270.0,8727.2857,6.22,1.508,1,back_to_school_surge,sessions,sessions,1.508,UP,0,"n_orders, total_revenue_usd","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.20739,0.19968,0.07294,0.10939,1.0,HIGH,False,,0,MONITOR,[LOW] sessions moved UP +6.2% on 2024-08-20. Root: sessions (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241105-SES,2024-11-05,sessions,3,LOW,2,UP,46935.0,13406.0,250.1,2.2678,1,bot_traffic_surge,sessions,sessions,2.2678,UP,0,"conversion_rate, n_orders, return_rate","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.05181,-0.04472,-0.10943,-0.03947,1.0,HIGH,False,,0,MONITOR,[LOW] sessions moved UP +250.1% on 2024-11-05. Root: sessions (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241214-SES,2024-12-14,sessions,3,LOW,2,UP,9460.0,8627.8571,9.64,1.6816,0,,sessions,sessions,1.6816,UP,0,"avg_discount_pct, conversion_rate, inventory_health, n_orders, total_clicks, total_revenue_usd","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.10494,0.38398,-0.1495,-0.13445,1.0,HIGH,False,,0,MONITOR,[LOW] sessions moved UP +9.6% on 2024-12-14. Root: sessions (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250917-SES,2025-09-17,sessions,3,LOW,2,UP,44274.0,13223.1429,234.82,2.2678,1,bot_traffic_surge,sessions,sessions,2.2678,UP,0,,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.04631,-0.01456,0.00645,0.1885,1.0,HIGH,False,,0,MONITOR,[LOW] sessions moved UP +234.8% on 2025-09-17. Root: sessions (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240417-INV,2024-04-17,inventory_health,3,LOW,2,UP,0.1071,0.083,29.08,0.517,0,,inventory_health,inventory_health,0.517,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.17425,0.29856,0.06953,-0.00695,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved UP +29.1% on 2024-04-17. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240618-INV,2024-06-18,inventory_health,3,LOW,2,DOWN,-0.1283,-0.0752,70.57,-0.9915,1,website_outage,inventory_health,inventory_health,-0.9915,DOWN,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.17751,0.36144,0.14997,-0.00756,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved DOWN +70.6% on 2024-06-18. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240619-INV,2024-06-19,inventory_health,3,LOW,2,DOWN,-0.1993,-0.1039,91.82,-1.6148,0,,inventory_health,inventory_health,-1.6148,DOWN,0,"avg_discount_pct, n_stockouts","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.09633,0.38278,0.15,0.00394,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved DOWN +91.8% on 2024-06-19. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240620-INV,2024-06-20,inventory_health,3,LOW,2,DOWN,-0.1841,-0.1244,47.99,-1.0235,0,,inventory_health,inventory_health,-1.0235,DOWN,0,,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.06756,0.45172,0.14999,0.02963,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved DOWN +48.0% on 2024-06-20. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240622-INV,2024-06-22,inventory_health,3,LOW,2,UP,0.0165,-0.1204,-113.69,1.8474,0,,inventory_health,inventory_health,1.8474,UP,0,avg_order_value_usd,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.19968,0.26634,0.14983,-0.00467,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved UP -113.7% on 2024-06-22. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240626-INV,2024-06-26,inventory_health,3,LOW,2,UP,0.2596,0.051,409.06,1.2878,0,,inventory_health,inventory_health,1.2878,UP,0,bounce_rate,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.21382,0.16615,0.14899,-0.10451,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved UP +409.1% on 2024-06-26. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240710-INV,2024-07-10,inventory_health,3,LOW,2,DOWN,-0.176,-0.0696,152.83,-1.4533,1,marketing_tracking_outage,inventory_health,inventory_health,-1.4533,DOWN,0,"avg_order_value_usd, total_revenue_usd","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.22912,0.19001,0.14053,-0.09521,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved DOWN +152.8% on 2024-07-10. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240711-INV,2024-07-11,inventory_health,3,LOW,2,DOWN,-0.1342,-0.0908,47.83,-0.6578,0,,inventory_health,inventory_health,-0.6578,DOWN,0,"avg_order_value_usd, return_rate, total_revenue_usd","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.23702,0.22409,0.13961,-0.13685,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved DOWN +47.8% on 2024-07-11. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240820-INV,2024-08-20,inventory_health,3,LOW,2,UP,0.1752,0.0951,84.2,1.3739,1,back_to_school_surge,inventory_health,inventory_health,1.3739,UP,0,"n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.20739,0.19968,0.07294,0.10939,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved UP +84.2% on 2024-08-20. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240821-INV,2024-08-21,inventory_health,3,LOW,2,UP,0.2723,0.1331,104.56,1.8568,0,,inventory_health,inventory_health,1.8568,UP,0,bounce_rate,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.22761,0.19312,0.07067,0.09568,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved UP +104.6% on 2024-08-21. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241105-INV,2024-11-05,inventory_health,3,LOW,2,UP,0.4115,0.3289,25.11,1.4529,1,bot_traffic_surge,inventory_health,inventory_health,1.4529,UP,0,"conversion_rate, n_orders, return_rate, sessions","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.05181,-0.04472,-0.10943,-0.03947,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved UP +25.1% on 2024-11-05. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241129-INV,2024-11-29,inventory_health,3,LOW,2,DOWN,0.0042,0.1138,-96.34,-1.8103,1,black_friday_spike,inventory_health,inventory_health,-1.8103,DOWN,0,"avg_order_value_usd, avg_roas, n_orders, total_revenue_usd","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.1984,0.05041,-0.14141,-0.04948,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved DOWN -96.3% on 2024-11-29. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241202-INV,2024-12-02,inventory_health,3,LOW,2,DOWN,0.0268,0.0551,-51.32,-0.5261,1,cyber_monday_halo,inventory_health,inventory_health,-0.5261,DOWN,0,,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.20865,0.06738,-0.14381,-0.06632,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved DOWN -51.3% on 2024-12-02. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241214-INV,2024-12-14,inventory_health,3,LOW,2,UP,0.1489,0.0439,239.11,1.5676,0,,inventory_health,inventory_health,1.5676,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_clicks, total_revenue_usd","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.10494,0.38398,-0.1495,-0.13445,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved UP +239.1% on 2024-12-14. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241216-INV,2024-12-16,inventory_health,3,LOW,2,DOWN,0.0684,0.0762,-10.2,-0.16,0,,inventory_health,inventory_health,-0.16,DOWN,0,"avg_order_value_usd, bounce_rate","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.12788,0.35268,-0.14983,-0.1152,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved DOWN -10.2% on 2024-12-16. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250114-INV,2025-01-14,inventory_health,3,LOW,2,UP,0.1485,0.1121,32.5,1.4108,0,,inventory_health,inventory_health,1.4108,UP,0,avg_roas,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.04681,0.15247,-0.13605,0.00062,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved UP +32.5% on 2025-01-14. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250126-INV,2025-01-26,inventory_health,3,LOW,2,DOWN,-0.2348,-0.153,53.45,-0.9349,0,,inventory_health,inventory_health,-0.9349,DOWN,0,"avg_order_value_usd, bounce_rate","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.15766,0.2559,-0.1202,-0.15726,1.0,HIGH,False,,0,MONITOR,[LOW] inventory_health moved DOWN +53.5% on 2025-01-26. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
